region,year,real_wage_index
Белгородская область,2001,118.2
Брянская область,2001,125.0
Владимирская область,2001,119.9
Воронежская область,2001,115.8
Ивановская область,2001,124.3
Калужская область,2001,123.7
Костромская область,2001,120.0
Курская область,2001,111.2
Липецкая область,2001,117.4
Московская область,2001,121.8
Орловская область,2001,120.8
Рязанская область,2001,125.4
Смоленская область,2001,119.0
Тамбовская область,2001,119.0
Тверская область,2001,122.8
Тульская область,2001,120.2
Ярославская область,2001,120.7
г. Москва,2001,124.0
Республика Карелия,2001,109.8
Республика Коми,2001,117.5
Архангельская область,2001,116.6
Вологодская область,2001,116.0
Калининградская область,2001,121.6
Ленинградская область,2001,120.7
Мурманская область,2001,114.4
Новгородская область,2001,117.7
Псковская область,2001,118.2
г. Санкт-Петербург,2001,119.9
Республика Адыгея,2001,114.0
Республика Калмыкия,2001,123.3
Краснодарский край,2001,118.7
Астраханская область,2001,116.0
Волгоградская область,2001,116.0
Ростовская область,2001,125.3
Республика Дагестан,2001,114.5
Республика Ингушетия,2001,109.3
Кабардино-Балкарская Республика,2001,113.3
Карачаево-Черкесская Республика,2001,121.5
Республика Северная Осетия - Алания,2001,121.4
Ставропольский край,2001,120.4
Республика Башкортостан,2001,120.6
Республика Марий Эл,2001,116.3
Республика Мордовия,2001,117.1
Республика Татарстан,2001,120.3
Удмуртская Республика,2001,119.8
Чувашская Республика,2001,117.4
Кировская область,2001,114.0
Нижегородская область,2001,120.7
Оренбургская область,2001,111.0
Пензенская область,2001,114.6
Самарская область,2001,118.8
Саратовская область,2001,115.9
Ульяновская область,2001,107.5
Курганская область,2001,113.7
Свердловская область,2001,114.1
Тюменская область,2001,122.0
Челябинская область,2001,110.9
Республика Алтай,2001,124.2
Республика Бурятия,2001,115.3
Республика Тыва,2001,125.9
Республика Хакасия,2001,113.4
Алтайский край,2001,110.3
Красноярский край,2001,110.5
Иркутская область,2001,112.9
Кемеровская область,2001,112.6
Новосибирская область,2001,121.1
Омская область,2001,130.7
Томская область,2001,125.7
Республика Саха (Якутия),2001,114.9
Приморский край,2001,114.5
Хабаровский край,2001,114.8
Амурская область,2001,118.5
Магаданская область,2001,110.9
Сахалинская область,2001,112.2
Еврейская автономная область,2001,117.7
Чукотский автономный округ,2001,132.7
Белгородская область,2002,119.2
Брянская область,2002,123.9
Владимирская область,2002,119.8
Воронежская область,2002,117.0
Ивановская область,2002,126.2
Калужская область,2002,117.2
Костромская область,2002,118.6
Курская область,2002,120.2
Липецкая область,2002,113.0
Московская область,2002,117.8
Орловская область,2002,117.7
Рязанская область,2002,123.4
Смоленская область,2002,121.1
Тамбовская область,2002,127.6
Тверская область,2002,122.1
Тульская область,2002,117.6
Ярославская область,2002,117.7
г. Москва,2002,108.8
Республика Карелия,2002,119.2
Республика Коми,2002,109.1
Архангельская область,2002,114.5
Вологодская область,2002,111.8
Калининградская область,2002,125.0
Ленинградская область,2002,120.1
Мурманская область,2002,110.9
Новгородская область,2002,120.2
Псковская область,2002,122.6
г. Санкт-Петербург,2002,127.2
Республика Адыгея,2002,123.3
Республика Калмыкия,2002,122.6
Краснодарский край,2002,115.9
Астраханская область,2002,113.8
Волгоградская область,2002,110.2
Ростовская область,2002,119.9
Республика Дагестан,2002,136.6
Республика Ингушетия,2002,127.5
Кабардино-Балкарская Республика,2002,120.8
Карачаево-Черкесская Республика,2002,125.8
Республика Северная Осетия - Алания,2002,127.3
Ставропольский край,2002,116.2
Республика Башкортостан,2002,114.5
Республика Марий Эл,2002,126.2
Республика Мордовия,2002,126.0
Республика Татарстан,2002,109.1
Удмуртская Республика,2002,112.6
Чувашская Республика,2002,120.5
Кировская область,2002,120.9
Нижегородская область,2002,116.3
Оренбургская область,2002,112.6
Пензенская область,2002,125.8
Самарская область,2002,114.5
Саратовская область,2002,121.2
Ульяновская область,2002,119.8
Курганская область,2002,116.3
Свердловская область,2002,119.2
Тюменская область,2002,102.4
Челябинская область,2002,113.7
Республика Алтай,2002,141.7
Республика Бурятия,2002,128.5
Республика Тыва,2002,142.8
Республика Хакасия,2002,116.5
Алтайский край,2002,120.2
Красноярский край,2002,106.0
Иркутская область,2002,120.0
Кемеровская область,2002,111.1
Новосибирская область,2002,122.1
Омская область,2002,133.1
Томская область,2002,110.6
Республика Саха (Якутия),2002,119.0
Приморский край,2002,119.1
Хабаровский край,2002,116.9
Амурская область,2002,126.8
Магаданская область,2002,116.1
Сахалинская область,2002,119.6
Еврейская автономная область,2002,126.7
Чукотский автономный округ,2002,127.7
Белгородская область,2003,114.6
Брянская область,2003,110.6
Владимирская область,2003,109.7
Воронежская область,2003,121.8
Ивановская область,2003,109.0
Калужская область,2003,112.2
Костромская область,2003,110.8
Курская область,2003,119.8
Липецкая область,2003,113.3
Московская область,2003,110.5
Орловская область,2003,103.1
Рязанская область,2003,113.7
Смоленская область,2003,109.1
Тамбовская область,2003,115.0
Тверская область,2003,112.6
Тульская область,2003,109.3
Ярославская область,2003,112.4
г. Москва,2003,119.3
Республика Карелия,2003,106.7
Республика Коми,2003,104.5
Архангельская область,2003,110.8
Вологодская область,2003,108.3
Калининградская область,2003,111.9
Ленинградская область,2003,106.0
Мурманская область,2003,101.5
Новгородская область,2003,111.8
Псковская область,2003,114.8
г. Санкт-Петербург,2003,104.8
Республика Адыгея,2003,110.1
Республика Калмыкия,2003,102.2
Краснодарский край,2003,105.7
Астраханская область,2003,109.5
Волгоградская область,2003,113.7
Ростовская область,2003,109.6
Республика Дагестан,2003,117.3
Республика Ингушетия,2003,111.8
Кабардино-Балкарская Республика,2003,111.3
Карачаево-Черкесская Республика,2003,111.1
Республика Северная Осетия - Алания,2003,102.1
Ставропольский край,2003,108.3
Республика Башкортостан,2003,105.5
Республика Марий Эл,2003,114.5
Республика Мордовия,2003,118.0
Республика Татарстан,2003,104.7
Удмуртская Республика,2003,110.5
Чувашская Республика,2003,114.4
Кировская область,2003,109.6
Нижегородская область,2003,105.0
Оренбургская область,2003,111.3
Пензенская область,2003,122.7
Самарская область,2003,107.3
Саратовская область,2003,114.5
Ульяновская область,2003,109.8
Курганская область,2003,112.8
Свердловская область,2003,111.6
Тюменская область,2003,107.6
Челябинская область,2003,113.0
Республика Алтай,2003,109.3
Республика Бурятия,2003,111.4
Республика Тыва,2003,112.3
Республика Хакасия,2003,110.4
Алтайский край,2003,108.0
Красноярский край,2003,99.6
Иркутская область,2003,106.5
Кемеровская область,2003,109.6
Новосибирская область,2003,109.5
Омская область,2003,112.7
Томская область,2003,110.2
Республика Саха (Якутия),2003,106.0
Приморский край,2003,112.5
Хабаровский край,2003,113.0
Амурская область,2003,110.7
Магаданская область,2003,115.0
Сахалинская область,2003,116.4
Еврейская автономная область,2003,110.6
Чукотский автономный округ,2003,109.2
Белгородская область,2004,106.1
Брянская область,2004,112.2
Владимирская область,2004,104.2
Воронежская область,2004,109.5
Ивановская область,2004,110.4
Калужская область,2004,111.5
Костромская область,2004,107.1
Курская область,2004,111.4
Липецкая область,2004,111.0
Московская область,2004,109.7
Орловская область,2004,110.6
Рязанская область,2004,110.4
Смоленская область,2004,106.7
Тамбовская область,2004,110.7
Тверская область,2004,112.7
Тульская область,2004,108.5
Ярославская область,2004,111.6
г. Москва,2004,112.1
Республика Карелия,2004,109.6
Республика Коми,2004,106.0
Архангельская область,2004,112.9
Вологодская область,2004,114.2
Калининградская область,2004,104.9
Ленинградская область,2004,108.4
Мурманская область,2004,104.8
Новгородская область,2004,111.1
Псковская область,2004,108.1
г. Санкт-Петербург,2004,110.8
Республика Адыгея,2004,113.4
Республика Калмыкия,2004,109.7
Краснодарский край,2004,115.3
Астраханская область,2004,111.7
Волгоградская область,2004,110.9
Ростовская область,2004,112.5
Республика Дагестан,2004,114.2
Республика Ингушетия,2004,104.2
Кабардино-Балкарская Республика,2004,110.9
Карачаево-Черкесская Республика,2004,109.2
Республика Северная Осетия - Алания,2004,110.3
Ставропольский край,2004,112.6
Республика Башкортостан,2004,107.3
Республика Марий Эл,2004,108.9
Республика Мордовия,2004,109.2
Республика Татарстан,2004,108.4
Удмуртская Республика,2004,106.3
Чувашская Республика,2004,112.7
Кировская область,2004,111.5
Нижегородская область,2004,111.0
Оренбургская область,2004,110.8
Пензенская область,2004,99.4
Самарская область,2004,108.3
Саратовская область,2004,112.4
Ульяновская область,2004,105.2
Курганская область,2004,112.1
Свердловская область,2004,112.9
Тюменская область,2004,107.1
Челябинская область,2004,110.8
Республика Алтай,2004,106.0
Республика Бурятия,2004,106.0
Республика Тыва,2004,103.4
Республика Хакасия,2004,107.9
Алтайский край,2004,113.6
Красноярский край,2004,107.5
Иркутская область,2004,107.9
Кемеровская область,2004,116.0
Новосибирская область,2004,115.5
Омская область,2004,112.8
Томская область,2004,106.5
Республика Саха (Якутия),2004,105.8
Приморский край,2004,110.2
Хабаровский край,2004,106.6
Амурская область,2004,108.2
Магаданская область,2004,107.0
Сахалинская область,2004,113.8
Еврейская автономная область,2004,105.7
Чукотский автономный округ,2004,95.0
Белгородская область,2005,111.5
Брянская область,2005,110.9
Владимирская область,2005,112.3
Воронежская область,2005,109.6
Ивановская область,2005,113.2
Калужская область,2005,110.1
Костромская область,2005,113.5
Курская область,2005,100.4
Липецкая область,2005,112.3
Московская область,2005,113.2
Орловская область,2005,110.7
Рязанская область,2005,109.9
Смоленская область,2005,108.3
Тамбовская область,2005,108.3
Тверская область,2005,106.9
Тульская область,2005,108.8
Ярославская область,2005,104.9
г. Москва,2005,121.0
Республика Карелия,2005,112.9
Республика Коми,2005,109.9
Архангельская область,2005,111.8
Вологодская область,2005,112.4
Калининградская область,2005,108.4
Ленинградская область,2005,111.3
Мурманская область,2005,109.5
Новгородская область,2005,111.6
Псковская область,2005,113.0
г. Санкт-Петербург,2005,111.8
Республика Адыгея,2005,107.1
Республика Калмыкия,2005,109.5
Краснодарский край,2005,109.2
Астраханская область,2005,108.5
Волгоградская область,2005,109.9
Ростовская область,2005,107.6
Республика Дагестан,2005,108.9
Республика Ингушетия,2005,117.8
Кабардино-Балкарская Республика,2005,114.4
Карачаево-Черкесская Республика,2005,110.8
Республика Северная Осетия - Алания,2005,121.7
Ставропольский край,2005,106.1
Республика Башкортостан,2005,108.5
Республика Марий Эл,2005,118.0
Республика Мордовия,2005,111.5
Республика Татарстан,2005,116.1
Удмуртская Республика,2005,111.0
Чувашская Республика,2005,113.5
Кировская область,2005,110.9
Нижегородская область,2005,109.0
Оренбургская область,2005,115.9
Пензенская область,2005,117.1
Самарская область,2005,109.9
Саратовская область,2005,114.1
Ульяновская область,2005,107.4
Курганская область,2005,112.2
Свердловская область,2005,111.1
Тюменская область,2005,105.2
Челябинская область,2005,111.4
Республика Алтай,2005,111.2
Республика Бурятия,2005,107.7
Республика Тыва,2005,112.7
Республика Хакасия,2005,111.8
Алтайский край,2005,106.4
Красноярский край,2005,108.8
Иркутская область,2005,113.7
Кемеровская область,2005,115.1
Новосибирская область,2005,110.1
Омская область,2005,115.3
Томская область,2005,107.3
Республика Саха (Якутия),2005,106.2
Приморский край,2005,112.0
Хабаровский край,2005,111.0
Амурская область,2005,112.7
Магаданская область,2005,117.9
Сахалинская область,2005,113.8
Еврейская автономная область,2005,108.9
Чукотский автономный округ,2005,110.2
Белгородская область,2006,112.5
Брянская область,2006,112.1
Владимирская область,2006,111.1
Воронежская область,2006,114.2
Ивановская область,2006,112.6
Калужская область,2006,110.1
Костромская область,2006,112.4
Курская область,2006,114.3
Липецкая область,2006,112.6
Московская область,2006,117.9
Орловская область,2006,115.5
Рязанская область,2006,113.5
Смоленская область,2006,109.3
Тамбовская область,2006,113.6
Тверская область,2006,114.0
Тульская область,2006,112.6
Ярославская область,2006,109.8
г. Москва,2006,114.2
Республика Карелия,2006,112.1
Республика Коми,2006,110.2
Архангельская область,2006,108.9
Вологодская область,2006,109.1
Калининградская область,2006,132.7
Ленинградская область,2006,108.0
Мурманская область,2006,111.8
Новгородская область,2006,116.2
Псковская область,2006,110.1
г. Санкт-Петербург,2006,117.3
Республика Адыгея,2006,114.4
Республика Калмыкия,2006,109.9
Краснодарский край,2006,113.0
Астраханская область,2006,105.7
Волгоградская область,2006,113.7
Ростовская область,2006,115.7
Республика Дагестан,2006,113.6
Республика Ингушетия,2006,104.3
Кабардино-Балкарская Республика,2006,114.1
Карачаево-Черкесская Республика,2006,112.9
Республика Северная Осетия - Алания,2006,112.6
Ставропольский край,2006,114.7
Республика Башкортостан,2006,118.8
Республика Марий Эл,2006,118.1
Республика Мордовия,2006,115.6
Республика Татарстан,2006,116.1
Удмуртская Республика,2006,111.5
Чувашская Республика,2006,117.2
Кировская область,2006,111.0
Нижегородская область,2006,111.4
Оренбургская область,2006,114.4
Пензенская область,2006,110.2
Самарская область,2006,112.9
Саратовская область,2006,119.0
Ульяновская область,2006,113.7
Курганская область,2006,115.2
Свердловская область,2006,112.0
Тюменская область,2006,105.9
Челябинская область,2006,112.9
Республика Алтай,2006,118.9
Республика Бурятия,2006,110.9
Республика Тыва,2006,117.7
Республика Хакасия,2006,111.3
Алтайский край,2006,115.4
Красноярский край,2006,107.7
Иркутская область,2006,112.1
Кемеровская область,2006,109.9
Новосибирская область,2006,115.1
Омская область,2006,112.9
Томская область,2006,107.5
Республика Саха (Якутия),2006,106.8
Приморский край,2006,111.6
Хабаровский край,2006,102.9
Амурская область,2006,106.7
Магаданская область,2006,108.6
Сахалинская область,2006,110.3
Еврейская автономная область,2006,107.7
Чукотский автономный округ,2006,98.6
Белгородская область,2007,114.8
Брянская область,2007,113.4
Владимирская область,2007,119.0
Воронежская область,2007,118.8
Ивановская область,2007,115.1
Калужская область,2007,115.7
Костромская область,2007,113.4
Курская область,2007,115.5
Липецкая область,2007,115.9
Московская область,2007,121.8
Орловская область,2007,117.6
Рязанская область,2007,115.4
Смоленская область,2007,115.3
Тамбовская область,2007,114.6
Тверская область,2007,116.6
Тульская область,2007,116.8
Ярославская область,2007,113.2
г. Москва,2007,120.5
Республика Карелия,2007,112.9
Республика Коми,2007,110.1
Архангельская область,2007,111.4
Вологодская область,2007,110.7
Калининградская область,2007,119.9
Ленинградская область,2007,117.9
Мурманская область,2007,111.9
Новгородская область,2007,113.4
Псковская область,2007,118.8
г. Санкт-Петербург,2007,121.5
Республика Адыгея,2007,115.6
Республика Калмыкия,2007,117.2
Краснодарский край,2007,117.1
Астраханская область,2007,108.2
Волгоградская область,2007,116.3
Ростовская область,2007,118.1
Республика Дагестан,2007,115.3
Республика Ингушетия,2007,104.8
Кабардино-Балкарская Республика,2007,114.2
Карачаево-Черкесская Республика,2007,116.7
Республика Северная Осетия - Алания,2007,117.7
Ставропольский край,2007,117.6
Республика Башкортостан,2007,118.1
Республика Марий Эл,2007,122.1
Республика Мордовия,2007,117.3
Республика Татарстан,2007,120.1
Удмуртская Республика,2007,115.0
Чувашская Республика,2007,123.3
Кировская область,2007,115.9
Нижегородская область,2007,113.6
Оренбургская область,2007,115.5
Пензенская область,2007,121.8
Самарская область,2007,113.4
Саратовская область,2007,120.1
Ульяновская область,2007,114.6
Курганская область,2007,110.5
Свердловская область,2007,119.1
Тюменская область,2007,111.0
Челябинская область,2007,117.7
Республика Алтай,2007,115.0
Республика Бурятия,2007,117.2
Республика Тыва,2007,114.6
Республика Хакасия,2007,109.6
Алтайский край,2007,116.4
Красноярский край,2007,115.8
Иркутская область,2007,113.0
Кемеровская область,2007,111.9
Новосибирская область,2007,121.3
Омская область,2007,114.9
Томская область,2007,117.8
Республика Саха (Якутия),2007,109.6
Приморский край,2007,112.6
Хабаровский край,2007,114.1
Амурская область,2007,113.0
Магаданская область,2007,112.9
Сахалинская область,2007,112.7
Еврейская автономная область,2007,116.4
Чукотский автономный округ,2007,109.6
Белгородская область,2008,112.3
Брянская область,2008,106.8
Владимирская область,2008,108.5
Воронежская область,2008,113.7
Ивановская область,2008,107.9
Калужская область,2008,111.1
Костромская область,2008,110.4
Курская область,2008,108.0
Липецкая область,2008,105.0
Московская область,2008,115.8
Орловская область,2008,113.3
Рязанская область,2008,110.0
Смоленская область,2008,108.0
Тамбовская область,2008,113.4
Тверская область,2008,111.9
Тульская область,2008,108.2
Ярославская область,2008,106.1
г. Москва,2008,115.6
Республика Карелия,2008,111.3
Республика Коми,2008,106.5
Архангельская область,2008,110.4
Вологодская область,2008,108.4
Калининградская область,2008,105.1
Ленинградская область,2008,115.4
Мурманская область,2008,111.9
Новгородская область,2008,108.8
Псковская область,2008,111.1
г. Санкт-Петербург,2008,111.4
Республика Адыгея,2008,107.8
Республика Калмыкия,2008,109.0
Краснодарский край,2008,112.9
Астраханская область,2008,108.6
Волгоградская область,2008,107.2
Ростовская область,2008,111.3
Республика Дагестан,2008,113.0
Республика Ингушетия,2008,103.7
Кабардино-Балкарская Республика,2008,108.0
Карачаево-Черкесская Республика,2008,105.7
Республика Северная Осетия - Алания,2008,104.4
Ставропольский край,2008,110.5
Республика Башкортостан,2008,111.4
Республика Марий Эл,2008,108.1
Республика Мордовия,2008,113.7
Республика Татарстан,2008,115.1
Удмуртская Республика,2008,107.1
Чувашская Республика,2008,111.1
Кировская область,2008,107.5
Нижегородская область,2008,110.7
Оренбургская область,2008,109.9
Пензенская область,2008,117.5
Самарская область,2008,108.2
Саратовская область,2008,116.1
Ульяновская область,2008,111.5
Курганская область,2008,110.7
Свердловская область,2008,108.2
Тюменская область,2008,106.7
Челябинская область,2008,108.8
Республика Алтай,2008,109.4
Республика Бурятия,2008,110.8
Республика Тыва,2008,110.0
Республика Хакасия,2008,113.2
Алтайский край,2008,108.2
Красноярский край,2008,109.0
Иркутская область,2008,107.7
Кемеровская область,2008,109.5
Новосибирская область,2008,115.0
Омская область,2008,107.9
Томская область,2008,108.1
Республика Саха (Якутия),2008,111.5
Приморский край,2008,112.4
Хабаровский край,2008,105.6
Амурская область,2008,108.6
Магаданская область,2008,108.9
Сахалинская область,2008,113.8
Еврейская автономная область,2008,109.4
Чукотский автономный округ,2008,114.4
Белгородская область,2009,93.3
Брянская область,2009,95.1
Владимирская область,2009,96.6
Воронежская область,2009,97.0
Ивановская область,2009,99.4
Калужская область,2009,96.0
Костромская область,2009,96.7
Курская область,2009,94.6
Липецкая область,2009,91.7
Московская область,2009,96.5
Орловская область,2009,94.8
Рязанская область,2009,94.0
Смоленская область,2009,95.2
Тамбовская область,2009,100.1
Тверская область,2009,97.4
Тульская область,2009,97.6
Ярославская область,2009,92.6
г. Москва,2009,97.7
Республика Карелия,2009,96.8
Республика Коми,2009,101.5
Архангельская область,2009,99.6
Вологодская область,2009,92.9
Калининградская область,2009,92.8
Ленинградская область,2009,92.0
Мурманская область,2009,99.1
Новгородская область,2009,96.8
Псковская область,2009,100.3
г. Санкт-Петербург,2009,94.3
Республика Адыгея,2009,102.6
Республика Калмыкия,2009,107.4
Краснодарский край,2009,101.5
Астраханская область,2009,102.1
Волгоградская область,2009,99.4
Ростовская область,2009,98.7
Республика Дагестан,2009,105.4
Республика Ингушетия,2009,109.8
Кабардино-Балкарская Республика,2009,104.9
Карачаево-Черкесская Республика,2009,99.1
Республика Северная Осетия - Алания,2009,105.7
Ставропольский край,2009,101.4
Республика Башкортостан,2009,96.2
Республика Марий Эл,2009,97.1
Республика Мордовия,2009,92.2
Республика Татарстан,2009,92.8
Удмуртская Республика,2009,96.0
Чувашская Республика,2009,94.2
Кировская область,2009,98.2
Нижегородская область,2009,98.1
Оренбургская область,2009,101.6
Пензенская область,2009,99.9
Самарская область,2009,91.6
Саратовская область,2009,98.8
Ульяновская область,2009,97.5
Курганская область,2009,94.1
Свердловская область,2009,88.4
Тюменская область,2009,92.6
Челябинская область,2009,91.7
Республика Алтай,2009,100.4
Республика Бурятия,2009,100.0
Республика Тыва,2009,106.8
Республика Хакасия,2009,98.9
Алтайский край,2009,98.5
Красноярский край,2009,96.9
Иркутская область,2009,95.3
Кемеровская область,2009,93.9
Новосибирская область,2009,95.7
Омская область,2009,98.8
Томская область,2009,99.0
Республика Саха (Якутия),2009,99.6
Приморский край,2009,100.7
Хабаровский край,2009,95.6
Амурская область,2009,101.1
Магаданская область,2009,97.7
Сахалинская область,2009,95.9
Еврейская автономная область,2009,97.7
Чукотский автономный округ,2009,94.2
Белгородская область,2010,105.7
Брянская область,2010,103.2
Владимирская область,2010,103.6
Воронежская область,2010,105.6
Ивановская область,2010,106.0
Калужская область,2010,107.8
Костромская область,2010,100.9
Курская область,2010,104.8
Липецкая область,2010,104.7
Московская область,2010,101.8
Орловская область,2010,104.0
Рязанская область,2010,106.7
Смоленская область,2010,102.5
Тамбовская область,2010,102.9
Тверская область,2010,106.8
Тульская область,2010,101.1
Ярославская область,2010,103.6
г. Москва,2010,106.9
Республика Карелия,2010,101.6
Республика Коми,2010,104.0
Архангельская область,2010,101.6
Вологодская область,2010,105.6
Калининградская область,2010,109.3
Ленинградская область,2010,104.1
Мурманская область,2010,101.6
Новгородская область,2010,105.9
Псковская область,2010,107.5
г. Санкт-Петербург,2010,106.6
Республика Адыгея,2010,103.3
Республика Калмыкия,2010,98.4
Краснодарский край,2010,101.9
Астраханская область,2010,101.9
Волгоградская область,2010,104.5
Ростовская область,2010,102.4
Республика Дагестан,2010,101.5
Республика Ингушетия,2010,107.8
Кабардино-Балкарская Республика,2010,99.6
Карачаево-Черкесская Республика,2010,99.7
Республика Северная Осетия - Алания,2010,102.0
Ставропольский край,2010,102.7
Республика Башкортостан,2010,101.8
Республика Марий Эл,2010,103.0
Республика Мордовия,2010,101.4
Республика Татарстан,2010,107.1
Удмуртская Республика,2010,100.7
Чувашская Республика,2010,105.3
Кировская область,2010,102.7
Нижегородская область,2010,103.6
Оренбургская область,2010,105.5
Пензенская область,2010,103.3
Самарская область,2010,104.3
Саратовская область,2010,104.3
Ульяновская область,2010,105.9
Курганская область,2010,102.8
Свердловская область,2010,105.9
Тюменская область,2010,102.1
Челябинская область,2010,107.9
Республика Алтай,2010,102.2
Республика Бурятия,2010,104.6
Республика Тыва,2010,101.8
Республика Хакасия,2010,105.4
Алтайский край,2010,104.2
Красноярский край,2010,107.7
Иркутская область,2010,104.9
Кемеровская область,2010,106.1
Новосибирская область,2010,103.8
Омская область,2010,107.2
Томская область,2010,104.2
Республика Саха (Якутия),2010,102.1
Приморский край,2010,109.3
Хабаровский край,2010,103.1
Амурская область,2010,103.8
Магаданская область,2010,104.9
Сахалинская область,2010,100.0
Еврейская автономная область,2010,107.9
Чукотский автономный округ,2010,104.7
Белгородская область,2011,102.4
Брянская область,2011,103.4
Владимирская область,2011,103.2
Воронежская область,2011,103.6
Ивановская область,2011,99.3
Калужская область,2011,104.1
Костромская область,2011,100.8
Курская область,2011,107.1
Липецкая область,2011,102.7
Московская область,2011,104.4
Орловская область,2011,101.3
Рязанская область,2011,99.9
Смоленская область,2011,101.8
Тамбовская область,2011,105.3
Тверская область,2011,101.6
Тульская область,2011,101.3
Ярославская область,2011,102.8
г. Москва,2011,107.9
Республика Карелия,2011,101.9
Республика Коми,2011,101.7
Архангельская область,2011,103.0
Вологодская область,2011,99.8
Калининградская область,2011,100.1
Ленинградская область,2011,102.7
Мурманская область,2011,102.3
Новгородская область,2011,103.4
Псковская область,2011,100.1
г. Санкт-Петербург,2011,100.2
Республика Адыгея,2011,102.6
Республика Калмыкия,2011,97.5
Краснодарский край,2011,103.4
Астраханская область,2011,102.6
Волгоградская область,2011,100.3
Ростовская область,2011,102.5
Республика Дагестан,2011,98.4
Республика Ингушетия,2011,106.9
Кабардино-Балкарская Республика,2011,101.1
Карачаево-Черкесская Республика,2011,99.8
Республика Северная Осетия - Алания,2011,103.7
Ставропольский край,2011,103.5
Республика Башкортостан,2011,103.0
Республика Марий Эл,2011,100.8
Республика Мордовия,2011,103.3
Республика Татарстан,2011,106.7
Удмуртская Республика,2011,101.2
Чувашская Республика,2011,105.2
Кировская область,2011,99.7
Нижегородская область,2011,103.5
Оренбургская область,2011,103.0
Пензенская область,2011,104.2
Самарская область,2011,104.4
Саратовская область,2011,102.9
Ульяновская область,2011,102.4
Курганская область,2011,102.1
Свердловская область,2011,102.8
Тюменская область,2011,103.3
Челябинская область,2011,104.1
Республика Алтай,2011,101.4
Республика Бурятия,2011,101.3
Республика Тыва,2011,100.0
Республика Хакасия,2011,103.4
Алтайский край,2011,106.3
Красноярский край,2011,102.6
Иркутская область,2011,101.3
Кемеровская область,2011,105.1
Новосибирская область,2011,103.7
Омская область,2011,106.2
Томская область,2011,103.5
Республика Саха (Якутия),2011,110.7
Приморский край,2011,104.2
Хабаровский край,2011,106.4
Амурская область,2011,104.6
Магаданская область,2011,104.0
Сахалинская область,2011,100.4
Еврейская автономная область,2011,105.5
Чукотский автономный округ,2011,110.8
Белгородская область,2012,109.1
Брянская область,2012,113.0
Владимирская область,2012,107.1
Воронежская область,2012,117.1
Ивановская область,2012,111.9
Калужская область,2012,111.6
Костромская область,2012,108.0
Курская область,2012,108.9
Липецкая область,2012,109.1
Московская область,2012,108.3
Орловская область,2012,110.9
Рязанская область,2012,108.7
Смоленская область,2012,105.8
Тамбовская область,2012,112.5
Тверская область,2012,108.4
Тульская область,2012,110.6
Ярославская область,2012,107.0
г. Москва,2012,106.4
Республика Карелия,2012,106.9
Республика Коми,2012,112.5
Архангельская область,2012,110.9
Вологодская область,2012,106.9
Калининградская область,2012,103.2
Ленинградская область,2012,107.4
Мурманская область,2012,107.4
Новгородская область,2012,109.1
Псковская область,2012,110.2
г. Санкт-Петербург,2012,106.3
Республика Адыгея,2012,111.2
Республика Калмыкия,2012,112.8
Краснодарский край,2012,110.5
Астраханская область,2012,109.5
Волгоградская область,2012,109.7
Ростовская область,2012,107.4
Республика Дагестан,2012,115.0
Республика Ингушетия,2012,122.4
Кабардино-Балкарская Республика,2012,117.8
Карачаево-Черкесская Республика,2012,119.8
Республика Северная Осетия - Алания,2012,113.1
Ставропольский край,2012,114.0
Республика Башкортостан,2012,105.2
Республика Марий Эл,2012,109.2
Республика Мордовия,2012,109.0
Республика Татарстан,2012,111.1
Удмуртская Республика,2012,108.9
Чувашская Республика,2012,110.8
Кировская область,2012,110.2
