region,year,opzh,vrp
Ростовская область,2018,73.21,1548222.9
Республика Дагестан,2018,78.69,676060.8
Республика Ингушетия,2018,82.41,67468.2
Кабардино-Балкарская Республика,2018,76.28,161577.5
Карачаево-Черкесская Республика,2018,76.09,85737.9
Республика Северная Осетия - Алания,2018,75.68,161092.7
Ставропольский край,2018,74.18,784045.7
Республика Башкортостан,2018,72.06,1739362.9
Республика Марий Эл,2018,71.99,192690.3
Республика Мордовия,2018,73.66,245675.6
Республика Татарстан,2018,74.35,2622773.9
Удмуртская Республика,2018,72.45,679938.9
Чувашская Республика,2018,72.95,316622.9
Кировская область,2018,72.47,353265.5
Нижегородская область,2018,71.69,1502156.2
Оренбургская область,2018,71.45,1058504.8
Пензенская область,2018,73.21,411028.7
Самарская область,2018,72.31,1625558.7
Саратовская область,2018,72.95,773838.6
Ульяновская область,2018,72.17,386675.4
Курганская область,2018,70.78,215589.9
Свердловская область,2018,71.29,2423689.4
Тюменская область,2018,73.4,8875003.7
Челябинская область,2018,71.64,1521325.4
Республика Алтай,2018,70.59,54069.4
Республика Тыва,2018,66.47,73681.6
Республика Хакасия,2018,71.15,242341.1
Алтайский край,2018,71.11,579740.5
Красноярский край,2018,70.71,2374749.9
Иркутская область,2018,69.31,1460512.2
Кемеровская область,2018,69.32,1266424.5
Новосибирская область,2018,71.83,1301631.1
Омская область,2018,71.96,736076.8
Томская область,2018,72.84,612431.7
Республика Бурятия,2018,70.84,258578.6
Республика Саха (Якутия),2018,72.72,1126774.7
Приморский край,2018,70.48,965485.2
Хабаровский край,2018,70.19,761589.2
Амурская область,2018,69.11,334164.4
Магаданская область,2018,69.62,176370.6
Сахалинская область,2018,69.92,1233164.7
Еврейская автономная область,2018,68.6,54577.8
Чукотский автономный округ,2018,63.58,83422.6
Белгородская область,2019,74.21,955329.2
Брянская область,2019,72.31,399113.8
Владимирская область,2019,71.87,535493.4
Воронежская область,2019,73.63,1001790.3
Ивановская область,2019,71.84,254968.9
Калужская область,2019,72.35,549755.8
Костромская область,2019,72.35,203821.4
Курская область,2019,72.27,495864.4
Липецкая область,2019,73.34,570022.9
Московская область,2019,73.86,5196136.4
Орловская область,2019,72.56,266655.6
Рязанская область,2019,73.2,436417.7
Смоленская область,2019,71.89,349237.6
Тамбовская область,2019,73.56,353745.5
Тверская область,2019,71.24,488367.5
Тульская область,2019,72.21,676822.6
Ярославская область,2019,72.92,609150.8
г. Москва,2019,78.36,19797064.3
Республика Карелия,2019,71.46,319050.0
Республика Коми,2019,71.3,718138.7
Архангельская область,2019,72.34,889974.4
Вологодская область,2019,71.82,632759.5
Калининградская область,2019,73.56,520951.2
Ленинградская область,2019,73.64,1223679.6
Мурманская область,2019,71.75,616504.1
Новгородская область,2019,70.52,273808.0
Псковская область,2019,70.65,196625.3
г. Санкт-Петербург,2019,76.31,5186129.3
Республика Адыгея,2019,73.85,131125.8
Республика Калмыкия,2019,74.84,88986.9
Краснодарский край,2019,73.91,2577131.1
Астраханская область,2019,73.86,601811.2
Волгоградская область,2019,74.07,963214.4
Ростовская область,2019,73.69,1636017.5
Республика Дагестан,2019,79.1,713723.6
Республика Ингушетия,2019,83.4,73791.6
Кабардино-Балкарская Республика,2019,76.46,171544.7
Карачаево-Черкесская Республика,2019,76.21,91430.0
Республика Северная Осетия - Алания,2019,75.75,173459.4
Ставропольский край,2019,74.66,829223.9
Республика Башкортостан,2019,72.64,1803321.7
Республика Марий Эл,2019,72.9,203282.1
Республика Мордовия,2019,73.95,262760.6
Республика Татарстан,2019,75.03,2808753.3
Удмуртская Республика,2019,72.8,722846.0
Чувашская Республика,2019,73.44,339490.4
Кировская область,2019,72.96,370472.6
Нижегородская область,2019,72.32,1617171.7
Оренбургская область,2019,72.04,1106329.3
Пензенская область,2019,73.61,448521.1
Самарская область,2019,72.77,1689575.4
Саратовская область,2019,73.07,809822.6
Ульяновская область,2019,72.96,424995.6
Курганская область,2019,71.14,236825.8
Свердловская область,2019,71.81,2535215.0
Тюменская область,2019,74.04,8952460.5
Челябинская область,2019,72.08,1547518.0
Республика Алтай,2019,70.29,57064.0
Республика Тыва,2019,67.57,79321.3
Республика Хакасия,2019,71.05,256322.3
Алтайский край,2019,71.61,628146.1
Красноярский край,2019,71.16,2696158.9
Иркутская область,2019,69.55,1540237.8
Кемеровская область,2019,69.78,1110194.8
Новосибирская область,2019,72.25,1332895.8
Омская область,2019,72.32,772095.9
Томская область,2019,72.85,617903.6
Республика Бурятия,2019,70.77,285490.6
Республика Саха (Якутия),2019,73.0,1227680.3
Приморский край,2019,70.54,1069330.7
Хабаровский край,2019,70.05,805215.6
Амурская область,2019,68.66,395617.2
Магаданская область,2019,69.66,214414.9
Сахалинская область,2019,70.28,1172226.1
Еврейская автономная область,2019,68.08,56847.6
Чукотский автономный округ,2019,68.09,94995.0
Белгородская область,2020,72.37,997330.9
Брянская область,2020,70.63,414179.4
Владимирская область,2020,70.03,553092.4
Воронежская область,2020,71.91,1062765.4
Ивановская область,2020,70.66,269508.8
Калужская область,2020,70.38,561895.8
Костромская область,2020,70.92,204114.1
Курская область,2020,70.52,523000.5
Липецкая область,2020,70.59,618273.1
Московская область,2020,71.67,5406076.5
Орловская область,2020,70.1,282883.7
Рязанская область,2020,70.95,461214.6
Смоленская область,2020,70.1,365048.1
Тамбовская область,2020,71.78,376258.7
Тверская область,2020,69.76,486599.1
Тульская область,2020,70.2,713110.4
Ярославская область,2020,70.94,611748.5
г. Москва,2020,76.2,20260717.7
Республика Карелия,2020,69.63,322803.6
Республика Коми,2020,70.3,613266.9
Архангельская область,2020,71.35,781819.0
Вологодская область,2020,70.71,624437.1
Калининградская область,2020,72.93,549311.2
Ленинградская область,2020,71.53,1238641.3
Мурманская область,2020,69.81,798450.1
Новгородская область,2020,69.59,279689.3
Псковская область,2020,69.13,201756.7
г. Санкт-Петербург,2020,73.99,5332558.3
Республика Адыгея,2020,73.27,142913.5
Республика Калмыкия,2020,72.93,94025.9
Краснодарский край,2020,72.24,2667228.2
Астраханская область,2020,72.01,527290.2
Волгоградская область,2020,71.98,977707.7
Ростовская область,2020,72.04,1714576.7
Республика Дагестан,2020,76.43,740798.8
Республика Ингушетия,2020,81.48,70857.40000000001
Кабардино-Балкарская Республика,2020,74.37,180077.5
Карачаево-Черкесская Республика,2020,74.82,95297.1
Республика Северная Осетия - Алания,2020,74.08,179159.0
Ставропольский край,2020,73.2,846890.1
Республика Башкортостан,2020,70.36,1694189.7
Республика Марий Эл,2020,71.05,197948.7
Республика Мордовия,2020,71.6,266387.0
Республика Татарстан,2020,72.61,2631286.8
Удмуртская Республика,2020,71.03,684430.6
Чувашская Республика,2020,71.03,346046.4
Кировская область,2020,71.42,396946.8
Нижегородская область,2020,70.33,1600333.4
Оренбургская область,2020,69.73,1046728.3
Пензенская область,2020,71.34,484785.4
Самарская область,2020,70.45,1625461.8
Саратовская область,2020,71.14,856515.7
Ульяновская область,2020,70.98,438968.9
Курганская область,2020,69.94,240188.2
Свердловская область,2020,70.15,2512654.9
Тюменская область,2020,72.24,7280595.6
Челябинская область,2020,70.29,1602739.4
Республика Алтай,2020,69.15,62850.8
Республика Тыва,2020,66.25,82230.8
Республика Хакасия,2020,70.06,266213.2
Алтайский край,2020,70.19,664129.2
Красноярский край,2020,69.82,2725096.7
Иркутская область,2020,68.25,1494326.6
Кемеровская область,2020,68.51,1045077.1
Новосибирская область,2020,70.32,1358350.1
Омская область,2020,70.32,770280.4
Томская область,2020,71.17,553211.6
Республика Бурятия,2020,70.29,302800.4
Республика Саха (Якутия),2020,71.1,1133688.2
Приморский край,2020,69.55,1105672.6
Хабаровский край,2020,68.61,856904.8
Амурская область,2020,67.38,449317.5
Магаданская область,2020,69.04,285146.0
Сахалинская область,2020,69.73,1001689.4
Еврейская автономная область,2020,67.5,63177.1
Чукотский автономный округ,2020,65.82,119949.4
Белгородская область,2021,70.67,1359965.6
Брянская область,2021,68.67,482669.4
Владимирская область,2021,68.11,730328.8
Воронежская область,2021,69.49,1273851.9
Ивановская область,2021,69.02,308392.2
Калужская область,2021,69.16,671155.5
Костромская область,2021,68.78,247508.0
Курская область,2021,68.56,688469.1
Липецкая область,2021,68.58,853038.4
Московская область,2021,70.35,6809951.1
Орловская область,2021,68.97,338266.1
Рязанская область,2021,68.61,544053.6
Смоленская область,2021,68.0,428827.5
Тамбовская область,2021,69.88,442996.9
Тверская область,2021,67.87,564548.5
Тульская область,2021,68.97,887541.1
Ярославская область,2021,69.07,695015.4
г. Москва,2021,74.55,24265759.9
Республика Карелия,2021,67.31,447564.1
Республика Коми,2021,68.32,869995.8
Архангельская область,2021,69.6,1080494.9
Вологодская область,2021,69.08,1026496.5
Калининградская область,2021,70.99,683811.6
Ленинградская область,2021,70.17,1473287.1
Мурманская область,2021,68.29,1106607.7
Новгородская область,2021,67.64,345664.3
Псковская область,2021,67.69,227739.7
г. Санкт-Петербург,2021,72.51,9420445.3
Республика Адыгея,2021,71.22,171386.1
Республика Калмыкия,2021,71.4,102377.2
Краснодарский край,2021,70.53,3280988.8
Астраханская область,2021,69.9,663770.6
Волгоградская область,2021,69.96,1067376.2
Ростовская область,2021,69.79,2042953.9
Республика Дагестан,2021,76.59,802523.3
Республика Ингушетия,2021,80.52,71831.70000000001
Кабардино-Балкарская Республика,2021,73.77,212776.9
Карачаево-Черкесская Республика,2021,73.47,108591.7
Республика Северная Осетия - Алания,2021,72.47,197993.1
Ставропольский край,2021,71.66,1037863.5
Республика Башкортостан,2021,69.49,2016023.7
Республика Марий Эл,2021,69.46,226451.5
Республика Мордовия,2021,70.24,304167.2
Республика Татарстан,2021,71.28,3533272.5
Удмуртская Республика,2021,69.99,867612.5
Чувашская Республика,2021,69.99,399899.3
Кировская область,2021,69.73,488594.5
Нижегородская область,2021,68.93,1931254.1
Оренбургская область,2021,68.21,1409921.0
Пензенская область,2021,69.97,540115.8
Самарская область,2021,69.33,2157662.0
Саратовская область,2021,69.08,1009797.7
Ульяновская область,2021,69.05,508499.1
Курганская область,2021,68.29,272175.2
Свердловская область,2021,68.79,3083947.1
Тюменская область,2021,71.26,11492922.3
Челябинская область,2021,69.16,2064927.6
Республика Алтай,2021,67.86,74513.4
Республика Тыва,2021,66.87,91529.3
Республика Хакасия,2021,68.49,315304.4
Алтайский край,2021,68.6,869672.1
Красноярский край,2021,68.34,3122115.3
Иркутская область,2021,66.8,1972480.5
Кемеровская область,2021,67.61,1823647.7
Новосибирская область,2021,69.19,1628844.4
Омская область,2021,69.02,796044.1
Томская область,2021,69.7,723226.5
Республика Бурятия,2021,68.91,356150.2
Республика Саха (Якутия),2021,69.98,1672273.8
Приморский край,2021,68.61,1354099.5
Хабаровский край,2021,67.85,1017795.1
Амурская область,2021,66.3,548269.8
Магаданская область,2021,67.41,320159.6
Сахалинская область,2021,68.42,1237949.8
Еврейская автономная область,2021,66.12,79156.9
Чукотский автономный округ,2021,64.87,140026.3
Белгородская область,2022,73.03,1282187.9
Брянская область,2022,71.22,547720.9
Владимирская область,2022,70.8,779080.5
Воронежская область,2022,72.45,1363025.6
Ивановская область,2022,70.57,362816.5
Калужская область,2022,72.48,687651.6
Костромская область,2022,69.9,275038.3
Курская область,2022,71.54,663507.8
Липецкая область,2022,72.12,780138.9
Московская область,2022,73.78,7774430.0
Орловская область,2022,70.73,366295.8
Рязанская область,2022,72.14,614419.9
Смоленская область,2022,70.35,483282.4
Тамбовская область,2022,72.01,452306.1
Тверская область,2022,69.94,620842.8
Тульская область,2022,71.86,1002419.4
Ярославская область,2022,71.55,740598.6
г. Москва,2022,78.17,27726392.1
Республика Карелия,2022,69.03,392693.2
Республика Коми,2022,69.94,971635.0
Архангельская область,2022,70.93,1189495.0
Вологодская область,2022,71.56,1020858.9
Калининградская область,2022,73.07,733450.2
Ленинградская область,2022,73.33,1660133.9
Мурманская область,2022,70.16,1152107.7
Новгородская область,2022,70.45,377578.5
Псковская область,2022,68.95,255842.8
г. Санкт-Петербург,2022,75.77,11173493.1
Республика Адыгея,2022,73.6,191559.8
Республика Калмыкия,2022,73.49,119775.6
Краснодарский край,2022,72.92,4289164.5
Астраханская область,2022,71.8,763880.4
Волгоградская область,2022,73.24,1208235.4
Ростовская область,2022,72.0,2317782.0
Республика Дагестан,2022,78.22,876956.5
Республика Ингушетия,2022,78.34,83872.5
Кабардино-Балкарская Республика,2022,75.51,246552.8
Карачаево-Черкесская Республика,2022,75.32,123939.3
Республика Северная Осетия - Алания,2022,74.7,221180.7
Ставропольский край,2022,74.29,1177815.9
Республика Башкортостан,2022,72.98,2217066.7
Республика Марий Эл,2022,71.9,252741.9
Республика Мордовия,2022,73.16,338912.4
Республика Татарстан,2022,74.92,4144697.3
Удмуртская Республика,2022,72.13,965539.8
Чувашская Республика,2022,72.49,489177.6
Кировская область,2022,71.31,548013.8
Нижегородская область,2022,71.49,2277255.2
Оренбургская область,2022,71.24,1565767.7
Пензенская область,2022,72.07,588291.7
Самарская область,2022,72.14,2367618.4
Саратовская область,2022,72.85,1176232.0
Ульяновская область,2022,71.34,586437.6
Курганская область,2022,69.88,336231.3
Свердловская область,2022,71.31,3443588.6
Тюменская область,2022,74.59,13908749.1
Челябинская область,2022,72.16,2228903.6
Республика Алтай,2022,68.47,89613.1
Республика Тыва,2022,67.11,107913.7
Республика Хакасия,2022,70.57,345846.6
Алтайский край,2022,69.96,929614.2
Красноярский край,2022,70.58,3314866.6
Иркутская область,2022,69.31,2347579.8
Кемеровская область,2022,69.64,2170130.3
Новосибирская область,2022,71.49,1927143.6
Омская область,2022,71.45,926750.2
Томская область,2022,72.33,813183.4
Республика Бурятия,2022,69.35,447267.3
Республика Саха (Якутия),2022,72.67,2009286.6
Приморский край,2022,69.71,1575745.3
Хабаровский край,2022,69.96,1065100.8
Амурская область,2022,68.17,603562.5
Магаданская область,2022,68.45,315361.1
Сахалинская область,2022,70.37,1672496.2
Еврейская автономная область,2022,67.7,81120.5
Чукотский автономный округ,2022,66.2,145059.8
Белгородская область,2023,73.7,1341408.9
Брянская область,2023,71.98,627017.8
Владимирская область,2023,71.62,893416.3
Воронежская область,2023,72.91,1494401.9
Ивановская область,2023,71.18,435227.7
Калужская область,2023,73.08,792281.5
Костромская область,2023,71.05,316018.2
Курская область,2023,72.45,747687.1
Липецкая область,2023,72.44,950272.5
Московская область,2023,74.49,9244579.6
Орловская область,2023,71.65,398720.4
Рязанская область,2023,73.19,692685.4
Смоленская область,2023,71.47,556552.9
Тамбовская область,2023,72.87,522646.8
Тверская область,2023,70.61,750838.4
Тульская область,2023,72.15,1149160.2
Ярославская область,2023,71.99,849769.9
г. Москва,2023,79.38,32339001.6
Республика Карелия,2023,69.75,434291.1
Республика Коми,2023,70.43,1049365.5
Архангельская область,2023,71.51,1263045.1
Вологодская область,2023,71.7,1081822.9
Калининградская область,2023,73.71,785205.9
Ленинградская область,2023,74.88,1915187.7
Мурманская область,2023,70.44,1127497.3
Новгородская область,2023,70.43,408968.1
Псковская область,2023,70.0,288750.0
г. Санкт-Петербург,2023,76.55,10908028.0
Республика Адыгея,2023,75.36,223013.0
Республика Калмыкия,2023,74.53,166710.2
Краснодарский край,2023,73.71,4772036.0
Астраханская область,2023,72.2,777718.3
Волгоградская область,2023,73.69,1384980.9
Ростовская область,2023,73.48,2693193.0
Республика Дагестан,2023,79.87,1034705.4
Республика Ингушетия,2023,79.2,95319.7
Кабардино-Балкарская Республика,2023,77.14,291100.4
Карачаево-Черкесская Республика,2023,76.25,143310.6
Республика Северная Осетия - Алания,2023,76.16,266555.8
Ставропольский край,2023,74.86,1340782.0
Республика Башкортостан,2023,73.17,2460269.4
Республика Марий Эл,2023,72.04,304473.1
Республика Мордовия,2023,73.78,396833.0
Республика Татарстан,2023,75.23,4583352.3
Удмуртская Республика,2023,72.34,1102900.3
Чувашская Республика,2023,73.07,601316.7
Кировская область,2023,71.99,605915.5
Нижегородская область,2023,72.1,2672241.8
Оренбургская область,2023,71.12,1763998.8
Пензенская область,2023,72.63,659002.8
Самарская область,2023,72.53,2646488.2
Саратовская область,2023,73.27,1345119.0
Ульяновская область,2023,72.04,673635.5
Курганская область,2023,69.79,380466.7
Свердловская область,2023,71.84,4128119.1
Тюменская область,2023,75.44,15946597.2
Челябинская область,2023,72.43,2589084.6
Республика Алтай,2023,69.39,108336.5
Республика Тыва,2023,66.59,122532.5
Республика Хакасия,2023,70.68,378551.6
Алтайский край,2023,70.77,1024355.4
Красноярский край,2023,71.32,3719646.8
Иркутская область,2023,69.82,2539383.9
Кемеровская область,2023,70.29,1883825.1
Новосибирская область,2023,72.2,2216436.2
Омская область,2023,71.83,1056600.3
Томская область,2023,73.05,912449.4
Республика Бурятия,2023,69.54,503918.8
Республика Саха (Якутия),2023,73.55,2229816.5
Приморский край,2023,70.06,1862934.3
Хабаровский край,2023,70.33,1262368.1
Амурская область,2023,68.25,793851.9
Магаданская область,2023,69.3,403892.8000000001
Сахалинская область,2023,70.22,1624560.7
Еврейская автономная область,2023,68.3,102215.3
Чукотский автономный округ,2023,66.56,186709.4
