region,year,opzh,vrp,real_wage_index
Тульская область,2015,70.06,477537.8,91.2602395730908
Ярославская область,2015,70.98,443054.1,89.80206706445443
г. Москва,2015,76.77,13520862.9,90.08727612092508
Республика Карелия,2015,69.16,212049.5,91.42128472392304
Республика Коми,2015,69.4,528403.4,89.2
Архангельская область,2015,70.71,627698.1,92.66505375189722
Вологодская область,2015,70.4,478893.0,89.02527677852964
Калининградская область,2015,70.58,349818.6,90.79616018360343
Ленинградская область,2015,71.23,849616.6,92.2
Мурманская область,2015,70.24,401582.7,92.0069543856615
Новгородская область,2015,68.7,234075.7,90.80537953396784
Псковская область,2015,68.48,135239.5,87.78617673299983
г. Санкт-Петербург,2015,74.42,3387417.7,92.4764822858451
Республика Адыгея,2015,72.22,84306.0,91.7846133744548
Республика Калмыкия,2015,72.15,51958.5,90.1549092371476
Краснодарский край,2015,72.53,1933512.1,89.93617250350394
Астраханская область,2015,71.36,322303.0,89.85478503023842
Волгоградская область,2015,71.98,740458.0,91.8066009298436
Ростовская область,2015,71.9,1189144.0,91.26902416174704
Республика Дагестан,2015,76.39,569297.3,90.1
Республика Ингушетия,2015,80.05,50091.0,85.12823731206396
Кабардино-Балкарская Республика,2015,74.61,120528.8,88.26844679527731
Карачаево-Черкесская Республика,2015,74.44,67482.7,89.0
Республика Северная Осетия - Алания,2015,74.2,126051.2,90.90719032368108
Ставропольский край,2015,73.36,621198.3,88.9
Республика Башкортостан,2015,70.08,1316598.3,90.9
Республика Марий Эл,2015,69.8,171689.5,92.7467167088397
Республика Мордовия,2015,72.06,180352.3,94.80843652083692
Республика Татарстан,2015,72.81,1867258.7,91.3348552669361
Удмуртская Республика,2015,70.46,517999.8,92.0916412614812
Чувашская Республика,2015,71.35,251307.0,89.61824631688778
Кировская область,2015,71.11,282191.0,92.1
Нижегородская область,2015,70.17,1104643.2,89.95902435691534
Оренбургская область,2015,69.63,774962.1,92.0
Пензенская область,2015,72.12,343328.6,90.7
Самарская область,2015,70.35,1264910.3,89.91119660931311
Саратовская область,2015,71.4,625176.9,89.4
Ульяновская область,2015,70.46,304479.1,91.8322777732316
Курганская область,2015,69.03,179436.3,89.12683257322064
Свердловская область,2015,69.83,1822835.0,89.9
Тюменская область,2015,71.76,5851557.8,91.37673667031504
Челябинская область,2015,69.9,1209242.7,93.81391419458528
Республика Алтай,2015,68.44,42165.7,88.39998770425449
Республика Тыва,2015,63.13,47289.6,90.50658783474064
Республика Хакасия,2015,68.68,170413.1,91.2828621928856
Алтайский край,2015,70.44,487903.3,89.95350087240817
Красноярский край,2015,69.69,1667041.1,93.60305795731546
Иркутская область,2015,67.37,1001717.6,91.29973255048488
Кемеровская область,2015,68.31,843345.4,92.00868545322793
Новосибирская область,2015,70.86,1021642.9,90.36151347343232
Омская область,2015,70.41,618127.7,91.18053140220076
Томская область,2015,71.25,471456.7,92.73771392929416
Республика Бурятия,2015,69.15,202823.4,89.44333609612815
Республика Саха (Якутия),2015,70.29,747601.7,95.59772961704866
Приморский край,2015,69.21,717609.9,90.24440509447464
Хабаровский край,2015,68.72,595792.3,88.800976540193
Амурская область,2015,67.27,277380.4,88.00643649562994
Магаданская область,2015,68.11,125798.3,92.82819661405684
Сахалинская область,2015,67.99,837495.2,99.80918942036364
Еврейская автономная область,2015,65.04,44554.8,91.49737139146038
Чукотский автономный округ,2015,64.16,61735.5,96.2920142001314
Белгородская область,2016,72.87,778027.8,100.78759192072695
Брянская область,2016,70.92,316489.4,98.5445219576136
Владимирская область,2016,70.28,431549.8,99.15194176188427
Воронежская область,2016,72.08,827928.6,99.1456172961892
Ивановская область,2016,70.77,205818.6,97.6
Калужская область,2016,71.18,409462.3,98.2734521830966
Костромская область,2016,70.87,170225.1,98.480404815508
Курская область,2016,70.94,379011.3,98.35043021818424
Липецкая область,2016,71.62,501263.5,100.37711360164458
Московская область,2016,72.5,4206506.0,96.3
Орловская область,2016,70.73,228583.1,98.61740370099228
Рязанская область,2016,71.87,366211.3,100.70017212514507
Смоленская область,2016,69.98,283725.5,100.3862756816362
Тамбовская область,2016,72.11,320623.4,97.93275717751578
Тверская область,2016,69.24,397438.9,98.8488614324585
Тульская область,2016,70.56,552308.4,99.70386783015326
Ярославская область,2016,71.21,498880.3,98.69156251016452
г. Москва,2016,77.08,15121534.2,102.9506245419298
Республика Карелия,2016,69.78,248140.4,101.07558701924044
Республика Коми,2016,69.45,578649.1,99.16622855115608
Архангельская область,2016,70.82,713043.9,99.38586747028266
Вологодская область,2016,70.24,509931.7,99.81339735725376
Калининградская область,2016,71.92,417094.9,97.080938033891
Ленинградская область,2016,71.7,953668.3,99.32508311759084
Мурманская область,2016,70.94,467006.5,99.24084317541572
Новгородская область,2016,69.15,253056.8,99.0
Псковская область,2016,69.25,159206.1,97.0787792269399
г. Санкт-Петербург,2016,74.9,4099939.7,103.02773318090578
Республика Адыгея,2016,72.59,101102.7,97.69976892632737
Республика Калмыкия,2016,73.35,69564.2,99.5
Краснодарский край,2016,72.83,2257074.5,100.3
Астраханская область,2016,72.2,368485.4,101.4
Волгоградская область,2016,72.49,825586.5,101.9
Ростовская область,2016,72.2,1375107.4,100.107290765589
Республика Дагестан,2016,77.23,617587.6,100.98608439826494
Республика Ингушетия,2016,80.82,58141.5,99.28086797447988
Кабардино-Балкарская Республика,2016,75.12,152970.8,96.2
Карачаево-Черкесская Республика,2016,74.72,78521.1,97.7
Республика Северная Осетия - Алания,2016,75.05,148810.1,100.2
Ставропольский край,2016,73.4,712594.5,99.10640030495884
Республика Башкортостан,2016,71.0,1421517.6,102.29251151408978
Республика Марий Эл,2016,70.75,170890.5,99.39158411569387
Республика Мордовия,2016,72.25,223297.8,100.1
Республика Татарстан,2016,73.64,2058139.9,98.27149312107744
Удмуртская Республика,2016,70.86,570254.8,103.6978569546736
Чувашская Республика,2016,71.52,284659.1,101.4749556410973
Кировская область,2016,71.71,313533.8,99.7370395509724
Нижегородская область,2016,70.75,1282751.7,101.2
Оренбургская область,2016,70.57,814765.4,101.97838455133837
Пензенская область,2016,72.53,358258.2,103.39625933988452
Самарская область,2016,71.08,1364822.2,98.79594574500064
Саратовская область,2016,72.07,700848.6,99.11550804067734
Ульяновская область,2016,70.97,366954.7,100.4367248128072
Курганская область,2016,69.43,202100.4,98.67257323809643
Свердловская область,2016,70.02,2109619.1,98.02856715398504
Тюменская область,2016,72.33,6125961.8,98.41151009738778
Челябинская область,2016,70.5,1332761.4,97.76398162461425
Республика Алтай,2016,70.13,47434.9,103.62319999833828
Республика Тыва,2016,64.21,58001.1,99.3
Республика Хакасия,2016,69.33,207742.6,102.72246205427552
Алтайский край,2016,70.74,532401.5,98.4
Красноярский край,2016,70.01,1821899.9,100.7662414445733
Иркутская область,2016,68.2,1139206.8,99.82589684517386
Кемеровская область,2016,68.72,903348.9,99.70246950007042
Новосибирская область,2016,71.2,1074794.7,101.21071079653188
Омская область,2016,70.78,669480.4,97.6215240228913
Томская область,2016,71.66,521043.5,98.9
Республика Бурятия,2016,69.61,220764.6,99.51888929313856
Республика Саха (Якутия),2016,70.84,889449.3,100.22072633069344
Приморский край,2016,69.66,860803.6,99.14811672213716
Хабаровский край,2016,69.13,672660.4,97.8
Амурская область,2016,68.28,297531.0,96.01540694964748
Магаданская область,2016,69.0,153879.8,98.89235406820372
Сахалинская область,2016,68.66,762510.3,100.0
Еврейская автономная область,2016,65.88,48563.2,96.8170442592246
Чукотский автономный округ,2016,64.42,72174.1,99.9
Белгородская область,2017,73.67,837306.8,104.4790652385589
Брянская область,2017,71.27,341177.8,103.1746031746032
Владимирская область,2017,71.15,449849.2,103.5514379463424
Воронежская область,2017,73.03,873429.4,102.81458554985976
Ивановская область,2017,71.47,212464.7,102.139140489497
Калужская область,2017,71.87,457052.5,103.3759298111768
Костромская область,2017,71.81,178485.6,103.14854162642456
Курская область,2017,71.74,404759.8,103.84726641596762
Липецкая область,2017,72.46,522266.2,105.06439430618768
Московская область,2017,73.34,4290261.2,105.69888332691568
Орловская область,2017,71.63,231118.4,103.50149512877398
Рязанская область,2017,72.7,395276.9,101.19674485399712
Смоленская область,2017,71.14,313615.8,101.13987635239567
Тамбовская область,2017,73.21,320572.4,102.90135396518376
Тверская область,2017,70.45,420671.5,102.36985236985238
Тульская область,2017,71.18,594407.6,104.06189555125724
Ярославская область,2017,71.85,534549.7,104.04791807554824
г. Москва,2017,77.87,16538189.5,98.70179457808324
Республика Карелия,2017,70.65,270802.5,100.77369439071566
Республика Коми,2017,71.05,608574.5,101.0725673978162
Архангельская область,2017,71.94,759206.5,101.9755955839628
Вологодская область,2017,71.26,542663.4,104.86454995630643
Калининградская область,2017,72.62,446677.6,100.41598142594565
Ленинградская область,2017,72.54,1002543.3,104.22480993167164
Мурманская область,2017,71.67,479352.8,101.66890466142335
Новгородская область,2017,69.68,256165.8,101.40028971511347
Псковская область,2017,69.95,165858.1,101.72430401695404
г. Санкт-Петербург,2017,75.45,4283036.300000001,105.7424983223085
Республика Адыгея,2017,73.25,109714.5,101.74697638702246
Республика Калмыкия,2017,73.54,80126.9,103.1669865642994
Краснодарский край,2017,73.42,2422752.7,101.509180044218
Астраханская область,2017,73.35,442608.8,104.45155659004944
Волгоградская область,2017,73.54,850263.7,101.6115024606774
Ростовская область,2017,73.03,1441723.3,103.40821068938806
Республика Дагестан,2017,77.79,639513.2999999999,103.26086956521738
Республика Ингушетия,2017,81.59,60855.8,98.54903106436848
Кабардино-Балкарская Республика,2017,75.81,155221.80000000002,101.19560019129604
Карачаево-Черкесская Республика,2017,75.94,82765.6,101.49686141960406
Республика Северная Осетия - Алания,2017,75.51,152526.4,104.89645829301335
Ставропольский край,2017,74.19,735609.5,103.82251248559352
Республика Башкортостан,2017,71.73,1487892.2,104.97667185069986
Республика Марий Эл,2017,72.24,178193.2,105.344395137951
Республика Мордовия,2017,73.4,236090.8,102.336037532988
Республика Татарстан,2017,74.2,2264655.8,103.98832684824905
Удмуртская Республика,2017,72.06,592037.6,105.4573703631773
Чувашская Республика,2017,72.73,296505.8,104.52859652547336
Кировская область,2017,72.72,331754.4,104.77672925381847
Нижегородская область,2017,71.88,1387920.9,102.6280452714368
Оренбургская область,2017,70.94,872857.1,101.54204247890604
Пензенская область,2017,73.34,376076.2,101.09289617486338
Самарская область,2017,71.73,1449005.7,104.55868089233752
Саратовская область,2017,72.88,728946.4,102.43664717348928
Ульяновская область,2017,72.34,374827.9,103.89985556090517
Курганская область,2017,70.8,209985.5,105.10076173946584
Свердловская область,2017,71.23,2259526.0,103.71442354076216
Тюменская область,2017,73.1,7097070.2,101.76312763510924
Челябинская область,2017,71.53,1416613.3,101.1846960574869
Республика Алтай,2017,71.15,48415.2,102.49145090376162
Республика Тыва,2017,66.29,65038.9,101.6390262826108
Республика Хакасия,2017,70.21,218148.4,101.5746500777605
Алтайский край,2017,71.1,545303.0,103.5514379463424
Красноярский край,2017,70.61,1977016.1,103.85699018750609
Иркутская область,2017,69.19,1268311.7,103.4715525554484
Кемеровская область,2017,69.35,1097861.0,105.7973843451103
Новосибирская область,2017,71.57,1179564.2,104.06140691799456
Омская область,2017,71.49,699716.5,102.86382232612507
Томская область,2017,72.02,554393.9,100.36637099884302
Республика Бурятия,2017,70.69,224594.1,104.65907985604512
Республика Саха (Якутия),2017,71.68,942029.6,100.30452988199468
Приморский край,2017,70.36,906265.0,103.444929645803
Хабаровский край,2017,69.74,697951.0,102.30895565645832
Амурская область,2017,69.06,299181.0,107.39299610894945
Магаданская область,2017,69.37,161851.2,104.74995172813284
Сахалинская область,2017,70.19,784503.4,101.8652749589253
Еврейская автономная область,2017,68.83,55268.0,102.57885150033556
Чукотский автономный округ,2017,66.1,72873.8,102.84718187100523
Белгородская область,2018,73.67,911597.9,106.7887257197332
Брянская область,2018,71.71,367157.1,107.0
Владимирская область,2018,71.23,480027.8,109.88690968847716
Воронежская область,2018,73.15,951292.3,108.7
Ивановская область,2018,71.29,232493.6,106.00965687612629
Калужская область,2018,71.89,507632.2,107.7654694127748
Костромская область,2018,71.87,191812.9,109.5680351943089
Курская область,2018,71.91,451000.5,106.0
Липецкая область,2018,72.62,604396.2,107.8
Московская область,2018,73.52,4644635.0,106.5262281057046
Орловская область,2018,71.56,247105.5,108.2
Рязанская область,2018,72.84,416183.2,106.5
Смоленская область,2018,71.16,335059.9,108.74190424485172
Тамбовская область,2018,72.95,352202.6,106.7
Тверская область,2018,70.47,471065.5,109.8
Тульская область,2018,71.77,666763.0,106.0
Ярославская область,2018,72.25,583605.3,106.0
г. Москва,2018,77.84,18777726.0,109.6
Республика Карелия,2018,70.56,300977.1,111.1
Республика Коми,2018,71.06,696242.2,107.0
Архангельская область,2018,72.1,865723.3,110.60421695301596
Вологодская область,2018,71.43,615647.7,109.06405345839426
Калининградская область,2018,72.92,493302.4,106.3
Ленинградская область,2018,73.07,1147644.4,107.9
Мурманская область,2018,71.68,521051.5,108.4005508397382
Новгородская область,2018,70.26,259255.8,103.99978261791036
Псковская область,2018,70.16,180730.3,110.22397978676224
г. Санкт-Петербург,2018,75.93,4785218.6,109.1
Республика Адыгея,2018,73.56,119961.8,110.2
Республика Калмыкия,2018,73.84,86107.1,110.5522565594812
Краснодарский край,2018,74.3,2499915.5,108.8
Астраханская область,2018,73.48,579210.0,110.70635839411636
Волгоградская область,2018,73.47,927811.7,107.4
Ростовская область,2018,73.21,1548222.9,108.01234177428398
Республика Дагестан,2018,78.69,676060.8,113.36939122648764
Республика Ингушетия,2018,82.41,67468.2,108.09010021235292
Кабардино-Балкарская Республика,2018,76.28,161577.5,110.8
Карачаево-Черкесская Республика,2018,76.09,85737.9,109.99927551873148
Республика Северная Осетия - Алания,2018,75.68,161092.7,106.67656162542582
Ставропольский край,2018,74.18,784045.7,105.71220702536048
Республика Башкортостан,2018,72.06,1739362.9,108.67394426940824
Республика Марий Эл,2018,71.99,192690.3,107.446750462533
Республика Мордовия,2018,73.66,245675.6,107.77681472625214
Республика Татарстан,2018,74.35,2622773.9,106.16624146446036
Удмуртская Республика,2018,72.45,679938.9,107.37355825499016
Чувашская Республика,2018,72.95,316622.9,107.71790519435918
Кировская область,2018,72.47,353265.5,107.86388587812424
Нижегородская область,2018,71.69,1502156.2,104.60243122615869
Оренбургская область,2018,71.45,1058504.8,108.08022144563012
Пензенская область,2018,73.21,411028.7,107.72205647360124
Самарская область,2018,72.31,1625558.7,107.65206073481905
Саратовская область,2018,72.95,773838.6,106.00176508687184
Ульяновская область,2018,72.17,386675.4,104.982788854334
Курганская область,2018,70.78,215589.9,107.54618103345013
Свердловская область,2018,71.29,2423689.4,106.86442373312885
Тюменская область,2018,73.4,8875003.7,105.33537012990156
Челябинская область,2018,71.64,1521325.4,106.35600001853824
Республика Алтай,2018,70.59,54069.4,114.89695426771264
Республика Тыва,2018,66.47,73681.6,107.8841606754098
Республика Хакасия,2018,71.15,242341.1,109.30005220541238
Алтайский край,2018,71.11,579740.5,108.2
Красноярский край,2018,70.71,2374749.9,113.0
Иркутская область,2018,69.31,1460512.2,108.8417786315541
Кемеровская область,2018,69.32,1266424.5,107.37713641065967
Новосибирская область,2018,71.83,1301631.1,108.45172186019757
Омская область,2018,71.96,736076.8,109.25258947477718
Томская область,2018,72.84,612431.7,108.42669637558753
Республика Бурятия,2018,70.84,258578.6,110.992506054577
Республика Саха (Якутия),2018,72.72,1126774.7,113.69158361366254
Приморский край,2018,70.48,965485.2,107.89836927335904
Хабаровский край,2018,70.19,761589.2,107.4921764295196
Амурская область,2018,69.11,334164.4,110.14444994427453
Магаданская область,2018,69.62,176370.6,110.0240235799942
Сахалинская область,2018,69.92,1233164.7,111.00101802151865
Еврейская автономная область,2018,68.6,54577.8,110.42448366882384
Чукотский автономный округ,2018,63.58,83422.6,103.96371697824954
Белгородская область,2019,74.21,955329.2,103.9836053573979
Брянская область,2019,72.31,399113.8,103.99567345447852
Владимирская область,2019,71.87,535493.4,103.53516794006062
Воронежская область,2019,73.63,1001790.3,103.4082389057852
Ивановская область,2019,71.84,254968.9,102.05008369806896
Калужская область,2019,72.35,549755.8,103.9219896754522
Костромская область,2019,72.35,203821.4,108.09209317953928
Курская область,2019,72.27,495864.4,103.8
Липецкая область,2019,73.34,570022.9,103.3194405318376
Московская область,2019,73.86,5196136.4,102.16397316497654
Орловская область,2019,72.56,266655.6,103.2310975672028
Рязанская область,2019,73.2,436417.7,102.6858878074886
Смоленская область,2019,71.89,349237.6,101.8
Тамбовская область,2019,73.56,353745.5,101.93102252835938
Тверская область,2019,71.24,488367.5,103.88881423730372
Тульская область,2019,72.21,676822.6,105.71117100796285
Ярославская область,2019,72.92,609150.8,101.59061378447925
г. Москва,2019,78.36,19797064.3,107.6
Республика Карелия,2019,71.46,319050.0,104.53397455997457
Республика Коми,2019,71.3,718138.7,100.385462755573
Архангельская область,2019,72.34,889974.4,103.8008875491186
Вологодская область,2019,71.82,632759.5,106.02915580814977
Калининградская область,2019,73.56,520951.2,101.70145192634344
Ленинградская область,2019,73.64,1223679.6,102.20675233200902
Мурманская область,2019,71.75,616504.1,104.76104961708776
Новгородская область,2019,70.52,273808.0,97.99852253676654
Псковская область,2019,70.65,196625.3,104.9
г. Санкт-Петербург,2019,76.31,5186129.3,104.71929879199293
Республика Адыгея,2019,73.85,131125.8,105.6966067679027
Республика Калмыкия,2019,74.84,88986.9,104.89900023944364
Краснодарский край,2019,73.91,2577131.1,102.16110797312216
Астраханская область,2019,73.86,601811.2,103.03829521895598
Волгоградская область,2019,74.07,963214.4,103.61325554786411
Ростовская область,2019,73.69,1636017.5,102.71953554122828
Республика Дагестан,2019,79.1,713723.6,102.01674534503913
Республика Ингушетия,2019,83.4,73791.6,104.8846457507496
Кабардино-Балкарская Республика,2019,76.46,171544.7,101.55233516844646
Карачаево-Черкесская Республика,2019,76.21,91430.0,101.39475893590256
Республика Северная Осетия - Алания,2019,75.75,173459.4,102.86532144112942
Ставропольский край,2019,74.66,829223.9,104.74450565410814
Республика Башкортостан,2019,72.64,1803321.7,103.32277774859136
Республика Марий Эл,2019,72.9,203282.1,101.9195266600273
Республика Мордовия,2019,73.95,262760.6,104.21493832108962
Республика Татарстан,2019,75.03,2808753.3,102.15672114956332
Удмуртская Республика,2019,72.8,722846.0,103.48400212779822
Чувашская Республика,2019,73.44,339490.4,105.1
Кировская область,2019,72.96,370472.6,104.09748144417104
Нижегородская область,2019,72.32,1617171.7,102.4
Оренбургская область,2019,72.04,1106329.3,103.88967409658252
Пензенская область,2019,73.61,448521.1,101.94364060728785
Самарская область,2019,72.77,1689575.4,103.28463176968968
Саратовская область,2019,73.07,809822.6,109.67747049327104
Ульяновская область,2019,72.96,424995.6,103.34000695156357
Курганская область,2019,71.14,236825.8,104.07714992774947
Свердловская область,2019,71.81,2535215.0,103.11711696950124
Тюменская область,2019,74.04,8952460.5,103.00154858331602
Челябинская область,2019,72.08,1547518.0,102.40660666034842
Республика Алтай,2019,70.29,57064.0,105.4
Республика Тыва,2019,67.57,79321.3,101.57519204545102
Республика Хакасия,2019,71.05,256322.3,104.87291807358858
Алтайский край,2019,71.61,628146.1,104.20546417022828
Красноярский край,2019,71.16,2696158.9,104.2
Иркутская область,2019,69.55,1540237.8,104.95438506927924
Кемеровская область,2019,69.78,1110194.8,103.43079939060692
Новосибирская область,2019,72.25,1332895.8,103.35936594729478
Омская область,2019,72.32,772095.9,104.41776533160456
Томская область,2019,72.85,617903.6,102.581308796071
Республика Бурятия,2019,70.77,285490.6,106.78307008223426
Республика Саха (Якутия),2019,73.0,1227680.3,102.911886413962
Приморский край,2019,70.54,1069330.7,106.7
Хабаровский край,2019,70.05,805215.6,101.5925272129432
Амурская область,2019,68.66,395617.2,106.04681101347886
Магаданская область,2019,69.66,214414.9,105.90169802300576
Сахалинская область,2019,70.28,1172226.1,108.82721415866952
Еврейская автономная область,2019,68.08,56847.6,102.6
Чукотский автономный округ,2019,68.09,94995.0,102.9242066370261
Белгородская область,2020,72.37,997330.9,104.80433940333204
Брянская область,2020,70.63,414179.4,102.94400615739848
Владимирская область,2020,70.03,553092.4,102.9980657640232
Воронежская область,2020,71.91,1062765.4,103.1875179477362
Ивановская область,2020,70.66,269508.8,101.63618864292587
Калужская область,2020,70.38,561895.8,102.41080038572804
Костромская область,2020,70.92,204114.1,98.5766493556453
Курская область,2020,70.52,523000.5,105.31884197364624
Липецкая область,2020,70.59,618273.1,103.3053869133661
Московская область,2020,71.67,5406076.5,101.7923241768946
Орловская область,2020,70.1,282883.7,103.68151512223405
Рязанская область,2020,70.95,461214.6,101.77161563643368
Смоленская область,2020,70.1,365048.1,102.51450676982591
Тамбовская область,2020,71.78,376258.7,104.07849172758756
Тверская область,2020,69.76,486599.1,103.94126738794436
Тульская область,2020,70.2,713110.4,103.34522317555192
Ярославская область,2020,70.94,611748.5,100.89362928797924
г. Москва,2020,76.2,20260717.7,103.06974936856422
Республика Карелия,2020,69.63,322803.6,104.1085345905898
Республика Коми,2020,70.3,613266.9,102.10897986449088
Архангельская область,2020,71.35,781819.0,102.77670651754724
Вологодская область,2020,70.71,624437.1,105.38483768423082
Калининградская область,2020,72.93,549311.2,99.18950212273252
Ленинградская область,2020,71.53,1238641.3,101.13669484115417
Мурманская область,2020,69.81,798450.1,105.07456904900252
Новгородская область,2020,69.59,279689.3,102.44043599884247
Псковская область,2020,69.13,201756.7,103.86332750922152
г. Санкт-Петербург,2020,73.99,5332558.3,100.95920937893617
Республика Адыгея,2020,73.27,142913.5,102.89855072463769
Республика Калмыкия,2020,72.93,94025.9,107.55478662053058
Краснодарский край,2020,72.24,2667228.2,103.18767561282824
Астраханская область,2020,72.01,527290.2,104.45155659004944
Волгоградская область,2020,71.98,977707.7,104.15458937198068
Ростовская область,2020,72.04,1714576.7,102.1297192642788
Республика Дагестан,2020,76.43,740798.8,111.6
Республика Ингушетия,2020,81.48,70857.40000000001,104.31932124951793
Кабардино-Балкарская Республика,2020,74.37,180077.5,104.9537393986122
Карачаево-Черкесская Республика,2020,74.82,95297.1,107.0117828858412
Республика Северная Осетия - Алания,2020,74.08,179159.0,103.02264554378462
Ставропольский край,2020,73.2,846890.1,102.49494268374916
Республика Башкортостан,2020,70.36,1694189.7,102.54924681344148
Республика Марий Эл,2020,71.05,197948.7,103.75896144158108
Республика Мордовия,2020,71.6,266387.0,105.0632911392405
Республика Татарстан,2020,72.61,2631286.8,103.10378273520855
Удмуртская Республика,2020,71.03,684430.6,103.38818973862536
Чувашская Республика,2020,71.03,346046.4,104.26586337576522
Кировская область,2020,71.42,396946.8,104.12857280338754
Нижегородская область,2020,70.33,1600333.4,102.82083373447576
Оренбургская область,2020,69.73,1046728.3,103.79377431906616
Пензенская область,2020,71.34,484785.4,102.89855072463769
Самарская область,2020,70.45,1625461.8,102.55421686746988
Саратовская область,2020,71.14,856515.7,104.66788076296368
Ульяновская область,2020,70.98,438968.9,102.1686746987952
Курганская область,2020,69.94,240188.2,104.26494656782516
Свердловская область,2020,70.15,2512654.9,102.09627329192546
Тюменская область,2020,72.24,7280595.6,105.29904539255796
Челябинская область,2020,70.29,1602739.4,101.65393171486603
Республика Алтай,2020,69.15,62850.8,105.52910309979592
Республика Тыва,2020,66.25,82230.8,103.96611474778592
Республика Хакасия,2020,70.06,266213.2,103.82460884682249
Алтайский край,2020,70.19,664129.2,105.50769528603232
Красноярский край,2020,69.82,2725096.7,100.63866847300172
Иркутская область,2020,68.25,1494326.6,102.88424312814556
Кемеровская область,2020,68.51,1045077.1,103.73242850218128
Новосибирская область,2020,70.32,1358350.1,103.23203087313073
Омская область,2020,70.32,770280.4,102.85769267776388
Томская область,2020,71.17,553211.6,102.18908326163849
Республика Бурятия,2020,70.29,302800.4,107.0156866519103
Республика Саха (Якутия),2020,71.1,1133688.2,102.91020486310548
Приморский край,2020,69.55,1105672.6,103.08582449373192
Хабаровский край,2020,68.61,856904.8,101.8875192604006
Амурская область,2020,67.38,449317.5,105.23321956769055
Магаданская область,2020,69.04,285146.0,105.03875968992249
Сахалинская область,2020,69.73,1001689.4,101.65257494235205
Еврейская автономная область,2020,67.5,63177.1,103.72062042059189
Чукотский автономный округ,2020,65.82,119949.4,110.5330322960636
Белгородская область,2021,70.67,1359965.6,104.4
Брянская область,2021,68.67,482669.4,104.1
Владимирская область,2021,68.11,730328.8,104.7
Воронежская область,2021,69.49,1273851.9,103.8
Ивановская область,2021,69.02,308392.2,103.2
Калужская область,2021,69.16,671155.5,103.2
Костромская область,2021,68.78,247508.0,104.0
Курская область,2021,68.56,688469.1,104.4
Липецкая область,2021,68.58,853038.4,101.2
Московская область,2021,70.35,6809951.1,102.6
Орловская область,2021,68.97,338266.1,104.5
Рязанская область,2021,68.61,544053.6,103.6
Смоленская область,2021,68.0,428827.5,103.2
Тамбовская область,2021,69.88,442996.9,102.7
Тверская область,2021,67.87,564548.5,104.2
Тульская область,2021,68.97,887541.1,101.9
Ярославская область,2021,69.07,695015.4,102.0
г. Москва,2021,74.55,24265759.9,106.8
Республика Карелия,2021,67.31,447564.1,99.1
Республика Коми,2021,68.32,869995.8,100.2
Архангельская область,2021,69.6,1080494.9,101.8
Вологодская область,2021,69.08,1026496.5,99.4
Калининградская область,2021,70.99,683811.6,105.6
Ленинградская область,2021,70.17,1473287.1,102.9
Мурманская область,2021,68.29,1106607.7,104.8
Новгородская область,2021,67.64,345664.3,107.9
Псковская область,2021,67.69,227739.7,105.7
г. Санкт-Петербург,2021,72.51,9420445.3,104.2
Республика Адыгея,2021,71.22,171386.1,104.2
Республика Калмыкия,2021,71.4,102377.2,94.6
Краснодарский край,2021,70.53,3280988.8,105.2
Астраханская область,2021,69.9,663770.6,101.5
Волгоградская область,2021,69.96,1067376.2,101.9
Ростовская область,2021,69.79,2042953.9,103.2
Республика Дагестан,2021,76.59,802523.3,92.3
Республика Ингушетия,2021,80.52,71831.70000000001,98.2
Кабардино-Балкарская Республика,2021,73.77,212776.9,98.8
Карачаево-Черкесская Республика,2021,73.47,108591.7,103.8
Республика Северная Осетия - Алания,2021,72.47,197993.1,101.1
Ставропольский край,2021,71.66,1037863.5,103.0
Республика Башкортостан,2021,69.49,2016023.7,103.7
Республика Марий Эл,2021,69.46,226451.5,103.4
Республика Мордовия,2021,70.24,304167.2,104.5
Республика Татарстан,2021,71.28,3533272.5,107.7
Удмуртская Республика,2021,69.99,867612.5,102.5
Чувашская Республика,2021,69.99,399899.3,105.3
Кировская область,2021,69.73,488594.5,103.3
Нижегородская область,2021,68.93,1931254.1,102.8
Оренбургская область,2021,68.21,1409921.0,102.3
Пензенская область,2021,69.97,540115.8,102.1
Самарская область,2021,69.33,2157662.0,102.9
Саратовская область,2021,69.08,1009797.7,104.3
Ульяновская область,2021,69.05,508499.1,103.5
Курганская область,2021,68.29,272175.2,101.5
Свердловская область,2021,68.79,3083947.1,105.3
Тюменская область,2021,71.26,11492922.3,101.4
Челябинская область,2021,69.16,2064927.6,105.3
Республика Алтай,2021,67.86,74513.4,103.8
Республика Тыва,2021,66.87,91529.3,100.7
Республика Хакасия,2021,68.49,315304.4,104.4
Алтайский край,2021,68.6,869672.1,104.1
Красноярский край,2021,68.34,3122115.3,103.9
Иркутская область,2021,66.8,1972480.5,104.5
Кемеровская область,2021,67.61,1823647.7,101.2
Новосибирская область,2021,69.19,1628844.4,99.0
Омская область,2021,69.02,796044.1,103.9
Томская область,2021,69.7,723226.5,101.7
Республика Бурятия,2021,68.91,356150.2,98.1
Республика Саха (Якутия),2021,69.98,1672273.8,103.4
Приморский край,2021,68.61,1354099.5,104.7
Хабаровский край,2021,67.85,1017795.1,105.0
Амурская область,2021,66.3,548269.8,106.2
Магаданская область,2021,67.41,320159.6,102.9
Сахалинская область,2021,68.42,1237949.8,96.9
Еврейская автономная область,2021,66.12,79156.9,101.4
