,region,year,opzh,vrp,real_wage_index,unemployment_rate,living_wage,capture_mass_level,emissions_mass_level,hospital_beds,doctors,lag_opzh
1522,Чукотский автономный округ,2013,62.11,44466.9,106.5,3.3,14766.0,30.0,21.0,148.9,73.8,70.46
95,Белгородская область,2014,72.25,619677.7,100.086945586177,4.0,6842.0,702.0,127.0,80.4,40.7,73.40333333333334
116,Брянская область,2014,69.42,242722.4,100.88676917906164,5.0,7565.0,481.0,36.0,83.7,37.1,70.08333333333333
137,Владимирская область,2014,69.25,328064.2,98.38940924739056,4.3,7954.0,14.0,31.0,84.8,33.8,70.29249999999999
200,Воронежская область,2014,70.82,717667.2,100.98275265410534,4.5,7026.0,84.0,68.0,91.9,54.1,70.07
242,Ивановская область,2014,69.88,151876.8,99.60675743619444,4.3,8170.0,53.0,33.0,96.1,48.2,70.61
326,Калужская область,2014,69.93,326459.5,100.3854987233703,4.2,7704.0,135.0,19.0,91.2,40.7,71.4375
410,Костромская область,2014,70.05,146731.5,101.04475052013812,4.3,7668.0,26.0,49.0,95.8,35.2,71.358
494,Курская область,2014,70.11,298287.3,100.52031392869594,3.9,6754.0,37.0,36.0,86.8,51.8,69.86200000000001
536,Липецкая область,2014,70.6,398464.5,100.1237031750346,3.7,7062.0,1492.0,330.0,83.5,42.7,69.5275
578,Московская область,2014,70.94,2742886.1,99.3,2.7,9150.0,990.0,197.0,76.8,38.1,69.00999999999999
725,Орловская область,2014,69.88,178822.5,99.77353152052716,5.1,7334.0,5.0,15.0,98.7,43.0,69.08
1166,Рязанская область,2014,70.8,295611.7,101.42172074221769,4.4,7172.0,638.0,108.0,80.8,52.1,69.755
1271,Смоленская область,2014,69.44,234710.1,99.80741009115856,5.1,8695.0,107.0,53.0,99.5,54.5,70.28999999999999
1313,Тамбовская область,2014,71.11,285656.5,99.9,4.3,6850.0,15.0,45.0,82.4,34.6,69.83333333333333
1334,Тверская область,2014,68.43,316613.2,97.46708505173216,5.3,8282.0,28.0,69.0,97.8,47.7,0.0
1376,Тульская область,2014,69.63,411122.3,103.63908458884848,4.1,7579.0,525.0,181.0,87.3,34.6,72.09400000000001
1544,Ярославская область,2014,70.64,391462.8,101.27146616436062,3.8,7300.0,49.0,88.0,100.8,57.7,70.19
1565,г. Москва,2014,76.7,12779525.7,102.20930178287418,1.5,12542.0,58.0,68.0,78.6,66.1,70.755
956,Республика Карелия,2014,69.36,191192.1,99.38760942649058,8.1,9682.0,80.0,95.0,87.1,50.7,70.0675
977,Республика Коми,2014,69.05,484166.5,98.9,6.0,10817.0,379.0,707.0,102.7,48.7,70.136
53,Архангельская область,2014,70.23,542695.3,100.9492412787044,7.2,11323.0,452.0,262.0,103.8,55.8,70.8625
179,Вологодская область,2014,69.74,387211.7,98.25122985294696,5.6,8578.0,1111.0,491.0,81.1,35.2,71.19500000000001
305,Калининградская область,2014,70.28,314088.3,97.37961220169647,5.4,8021.0,11.0,19.0,90.4,42.7,69.17
515,Ленинградская область,2014,70.28,703325.6,100.4646012310448,4.5,6984.0,825.0,272.0,66.6,33.4,70.998
599,Мурманская область,2014,69.97,328291.8,100.3,6.7,11627.0,1804.0,276.0,107.0,55.6,69.94600000000001
641,Новгородская область,2014,68.41,209304.4,99.7,3.7,7915.0,127.0,43.0,82.2,42.5,70.925
788,Псковская область,2014,68.07,123825.6,98.16116801957004,6.5,8518.0,27.0,29.0,90.0,33.6,69.18666666666665
1586,г. Санкт-Петербург,2014,74.57,2661210.0,101.9,1.4,8479.0,109.0,71.0,87.0,81.5,69.02625
809,Республика Адыгея,2014,72.01,75622.5,100.79632222637588,8.6,7164.0,6.0,10.0,73.0,38.6,70.62
935,Республика Калмыкия,2014,72.03,46680.6,103.96642696638298,10.9,7750.0,0.4,5.0,87.3,54.1,69.5025
431,Краснодарский край,2014,72.28,1784833.5,98.1,5.7,8027.0,1204.0,189.0,75.6,40.3,70.57
74,Астраханская область,2014,70.76,296319.3,100.682649338064,7.5,7120.0,6.0,118.0,95.9,64.4,72.7125
158,Волгоградская область,2014,71.62,715409.6,101.0689220626674,6.6,7901.0,163.0,154.0,88.5,48.2,70.57
1145,Ростовская область,2014,71.3,1007758.8,100.6,5.9,7967.0,1232.0,194.0,80.6,38.4,69.238
893,Республика Дагестан,2014,75.83,528131.3,102.457781638669,10.2,7453.0,1.0,13.0,69.2,39.9,69.676
914,Республика Ингушетия,2014,79.42,51908.2,99.17035000690056,29.8,7396.0,0.0,0.4,49.2,39.8,68.93400000000001
284,Кабардино-Балкарская Республика,2014,74.16,116886.0,102.21303620929623,9.5,7357.0,1.0,2.0,87.5,45.9,68.74
347,Карачаево-Черкесская Республика,2014,73.91,65326.6,103.10732238899531,13.0,7339.0,151.0,16.0,73.5,37.6,70.015
1061,Республика Северная Осетия - Алания,2014,73.82,125960.5,101.9,8.6,7284.0,147.0,3.0,87.9,70.3,70.23
1292,Ставропольский край,2014,72.75,540796.8,102.4,5.3,7154.0,65.0,79.0,80.9,43.3,72.0175
851,Республика Башкортостан,2014,69.76,1260010.4,103.95478567554306,5.3,7234.0,936.0,459.0,80.7,42.7,69.52600000000001
998,Республика Марий Эл,2014,69.42,143396.1,103.12467825483203,4.8,7201.0,9.0,25.0,95.7,35.0,69.905
1019,Республика Мордовия,2014,71.38,173872.7,104.2,4.2,6997.0,737.0,35.0,93.0,54.0,69.63
1082,Республика Татарстан,2014,72.17,1661413.8,101.3,3.9,6988.0,427.0,294.0,65.9,42.1,69.63
1418,Удмуртская Республика,2014,70.03,450548.9,104.2231620418256,5.1,7324.0,89.0,176.0,99.9,53.7,70.26
1502,Чувашская Республика,2014,70.62,237447.2,99.95481662676814,5.0,6988.0,13.0,36.0,85.4,48.6,70.4575
389,Кировская область,2014,70.59,254089.4,100.9,5.1,7641.0,243.0,115.0,95.3,46.2,69.14666666666666
620,Нижегородская область,2014,69.53,1009460.1,99.8,4.2,7454.0,95.0,126.0,98.2,49.2,69.835
704,Оренбургская область,2014,68.73,731277.7,101.30301122283612,4.4,6971.0,548.0,411.0,89.5,49.7,71.95200000000001
746,Пензенская область,2014,71.63,295238.7,100.9,4.6,6839.0,218.0,33.0,83.8,40.3,68.76666666666667
1187,Самарская область,2014,69.63,1149147.8,102.36260517338486,3.0,7954.0,502.0,266.0,82.8,46.3,70.83666666666667
1208,Саратовская область,2014,70.95,566646.1,99.10003374947723,4.6,6932.0,405.0,120.0,95.3,53.2,69.37625
1439,Ульяновская область,2014,70.37,278808.2,102.6,4.8,7298.0,86.0,34.0,90.2,40.0,70.02
473,Курганская область,2014,68.75,170310.3,101.11551252373796,7.0,7605.0,78.0,43.0,96.3,30.2,72.39
1250,Свердловская область,2014,69.76,1659783.9,99.01205760860728,6.1,8025.0,8301.0,1021.0,93.6,43.8,70.108
1397,Тюменская область,2014,71.5,5295348.5,100.29096913279044,4.7,8470.0,78.0,2181.0,76.5,51.3,71.27625
1481,Челябинская область,2014,69.71,993900.6,100.7,6.2,7944.0,3442.0,653.0,79.6,42.5,69.955
830,Республика Алтай,2014,67.76,39191.9,101.4636957526627,10.4,8175.0,2.0,8.0,79.7,46.8,71.16571428571427
1103,Республика Тыва,2014,61.79,45947.9,103.84168048312432,19.1,8624.0,19.0,19.0,131.3,46.9,0.0
1124,Республика Хакасия,2014,68.83,158372.8,104.21593199994462,6.2,8006.0,189.0,84.0,78.4,40.0,69.86200000000001
11,Алтайский край,2014,70.01,446023.8,99.9286539405896,7.2,7580.0,548.0,203.0,100.8,44.9,71.168
452,Красноярский край,2014,69.23,1410719.9,101.9522331325947,5.0,9186.0,6375.0,2356.0,89.5,50.1,70.39714285714285
263,Иркутская область,2014,66.87,916317.5,101.31856394613354,8.8,8629.0,3314.0,637.0,111.1,49.0,71.60600000000001
368,Кемеровская область,2014,67.8,752024.0,98.07805283313871,6.2,7569.0,4636.0,1332.0,88.0,45.9,71.54333333333332
662,Новосибирская область,2014,70.28,911219.0,99.81695944938774,5.1,8945.0,1047.0,208.0,99.1,55.8,71.89800000000001
683,Омская область,2014,70.13,602605.1,98.1034456940056,6.7,7253.0,1754.0,204.0,89.0,54.6,71.988
1355,Томская область,2014,70.67,430266.8,99.9,7.6,8691.0,310.0,290.0,105.2,61.2,70.2525
872,Республика Бурятия,2014,68.54,186492.9,98.58667389652194,8.4,8263.0,736.0,106.0,94.2,44.3,70.02333333333334
1040,Республика Саха (Якутия),2014,69.81,658140.4,102.3,7.4,13332.0,430.0,307.0,111.7,56.9,70.595
767,Приморский край,2014,68.74,642423.0,100.83479870932206,6.9,10683.0,1856.0,190.0,102.6,52.3,70.632
1460,Хабаровский край,2014,68.01,539338.4,100.6,5.9,11495.0,428.0,103.0,89.5,56.4,70.04249999999999
32,Амурская область,2014,67.0,232053.0,98.48988260195696,5.6,9539.0,330.0,132.0,109.3,58.8,70.21000000000001
557,Магаданская область,2014,67.19,96936.8,103.09609523804689,3.1,15415.0,45.0,30.0,121.3,60.2,69.85
1229,Сахалинская область,2014,67.89,799165.4,104.8,6.5,12213.0,48.0,65.0,123.8,49.2,70.47833333333332
221,Еврейская автономная область,2014,65.2,41948.1,99.58958832616118,8.7,10870.0,33.0,18.0,126.4,38.7,74.57
1523,Чукотский автономный округ,2014,62.32,57751.3,106.7,3.2,13571.0,27.0,18.0,152.0,65.5,69.97
96,Белгородская область,2015,72.61,693379.4,93.22115732697593,4.1,7918.0,639.0,118.0,77.1,41.3,73.83
117,Брянская область,2015,70.36,271782.5,88.96653921225351,4.6,8723.0,435.0,37.0,76.8,38.0,70.57
138,Владимирская область,2015,69.82,368489.2,91.02875102641195,5.6,8908.0,6.0,30.0,86.0,33.8,70.6725
201,Воронежская область,2015,71.67,805969.6,89.09724106029937,4.5,7884.0,89.0,69.0,85.7,51.7,70.63
243,Ивановская область,2015,70.62,180517.5,87.9,5.6,9041.0,17.0,33.0,88.9,43.8,71.745
327,Калужская область,2015,70.73,339760.8,90.31731480856048,4.3,8958.0,148.0,26.0,83.8,38.5,72.03
411,Костромская область,2015,70.38,160579.8,90.1,5.3,8742.0,18.0,46.0,95.3,36.0,71.55600000000001
495,Курская область,2015,70.8,336999.4,89.8,4.2,7916.0,37.0,31.0,85.4,49.0,70.532
537,Липецкая область,2015,71.07,448994.3,92.07195947984098,4.1,8008.0,1496.0,328.0,83.1,42.5,69.85
579,Московская область,2015,72.26,3180924.6,91.13456736115508,3.3,10460.0,1227.0,221.0,75.7,38.0,69.57
726,Орловская область,2015,70.38,208237.9,89.29126003058452,6.2,8419.0,4.0,13.0,95.7,44.5,69.785
1167,Рязанская область,2015,71.46,323131.8,90.03780428810498,4.7,8450.0,765.0,98.0,79.1,47.9,69.98
1272,Смоленская область,2015,69.74,256706.8,90.8,6.2,9918.0,107.0,59.0,98.5,50.1,70.695
1314,Тамбовская область,2015,71.67,317213.7,90.86989608642658,4.6,7834.0,18.0,56.0,81.6,35.8,70.34
1335,Тверская область,2015,69.1,329616.0,89.33430840674079,5.6,9427.0,28.0,60.0,95.3,43.4,0.0
1377,Тульская область,2015,70.06,477537.8,91.2602395730908,4.1,8626.0,494.0,149.0,87.2,35.2,72.47800000000001
1545,Ярославская область,2015,70.98,443054.1,89.80206706445443,5.3,8315.0,51.0,91.0,94.3,52.7,70.69
1566,г. Москва,2015,76.77,13520862.9,90.08727612092508,1.8,14413.0,42.0,63.0,67.6,55.7,71.27
957,Республика Карелия,2015,69.16,212049.5,91.42128472392304,8.8,11569.0,72.0,96.0,77.9,48.4,70.53375
978,Республика Коми,2015,69.4,528403.4,89.2,7.0,12069.0,364.0,612.0,103.3,48.4,70.366
54,Архангельская область,2015,70.71,627698.1,92.66505375189722,6.8,12880.0,441.0,260.0,97.7,53.2,71.175
180,Вологодская область,2015,70.4,478893.0,89.02527677852964,6.8,9678.0,1326.0,461.0,84.3,35.2,71.49666666666667
306,Калининградская область,2015,70.58,349818.6,90.79616018360343,5.7,9630.0,26.0,20.0,88.4,44.6,69.55
516,Ленинградская область,2015,71.23,849616.6,92.2,5.1,8722.0,880.0,247.0,66.0,33.6,71.74000000000001
600,Мурманская область,2015,70.24,401582.7,92.0069543856615,7.8,13582.0,1789.0,276.0,103.8,53.3,70.71000000000001
642,Новгородская область,2015,68.7,234075.7,90.80537953396784,4.6,9221.0,129.0,70.0,83.0,43.0,71.57
789,Псковская область,2015,68.48,135239.5,87.78617673299983,6.9,10008.0,16.0,27.0,85.5,34.1,69.81333333333333
1587,г. Санкт-Петербург,2015,74.42,3387417.7,92.4764822858451,2.1,10043.0,94.0,73.0,85.7,73.8,69.29875
810,Республика Адыгея,2015,72.22,84306.0,91.7846133744548,8.8,8211.0,6.0,11.0,75.1,37.9,71.35
936,Республика Калмыкия,2015,72.15,51958.5,90.1549092371476,10.7,7934.0,0.3,3.0,86.2,53.3,69.90375
432,Краснодарский край,2015,72.53,1933512.1,89.93617250350394,6.0,9261.0,1229.0,191.0,73.9,40.0,71.015
75,Астраханская область,2015,71.36,322303.0,89.85478503023842,7.5,8236.0,6.0,119.0,94.0,60.8,73.055
159,Волгоградская область,2015,71.98,740458.0,91.8066009298436,7.2,8669.0,213.0,160.0,89.5,43.9,71.15666666666667
1146,Ростовская область,2015,71.9,1189144.0,91.26902416174704,6.1,9109.0,978.0,165.0,81.4,37.7,69.708
894,Республика Дагестан,2015,76.39,569297.3,90.1,10.8,8658.0,1.0,11.0,68.0,36.7,70.226
915,Республика Ингушетия,2015,80.05,50091.0,85.12823731206396,30.5,8567.0,0.0,0.4,48.9,39.4,69.498
285,Кабардино-Балкарская Республика,2015,74.61,120528.8,88.26844679527731,10.1,9366.0,1.0,3.0,84.5,43.7,69.21
348,Карачаево-Черкесская Республика,2015,74.44,67482.7,89.0,15.1,8530.0,201.0,15.0,74.1,38.9,70.38
1062,Республика Северная Осетия - Алания,2015,74.2,126051.2,90.90719032368108,9.3,8578.0,151.0,5.0,88.6,64.5,70.71
1293,Ставропольский край,2015,73.36,621198.3,88.9,5.6,8027.0,61.0,85.0,80.2,41.3,72.2175
852,Республика Башкортостан,2015,70.08,1316598.3,90.9,6.1,8428.0,945.0,435.0,80.1,40.2,69.97000000000001
999,Республика Марий Эл,2015,69.8,171689.5,92.7467167088397,5.3,7863.0,10.0,22.0,90.3,34.8,70.1
1020,Республика Мордовия,2015,72.06,180352.3,94.80843652083692,4.2,7775.0,381.0,32.0,81.5,53.7,70.07499999999999
1083,Республика Татарстан,2015,72.81,1867258.7,91.3348552669361,4.0,7775.0,437.0,294.0,65.8,40.6,70.35
1419,Удмуртская Республика,2015,70.46,517999.8,92.0916412614812,5.0,8473.0,75.0,148.0,92.8,55.3,70.81
1503,Чувашская Республика,2015,71.35,251307.0,89.61824631688778,5.0,8071.0,12.0,27.0,83.7,49.3,70.8375
390,Кировская область,2015,71.11,282191.0,92.1,5.3,9276.0,194.0,96.0,90.1,44.4,69.22
621,Нижегородская область,2015,70.17,1104643.2,89.95902435691534,4.3,8382.0,169.0,133.0,89.1,47.4,69.995
705,Оренбургская область,2015,69.63,774962.1,92.0,4.8,8053.0,632.0,490.0,86.5,46.9,72.304
747,Пензенская область,2015,72.12,343328.6,90.7,4.7,8120.0,322.0,39.0,81.2,38.9,69.38333333333333
1188,Самарская область,2015,70.35,1264910.3,89.91119660931311,3.4,8873.0,400.0,261.0,78.4,45.4,71.38999999999999
1209,Саратовская область,2015,71.4,625176.9,89.4,4.7,7986.0,253.0,118.0,98.3,48.6,69.74000000000001
1440,Ульяновская область,2015,70.46,304479.1,91.8322777732316,4.9,8528.0,82.0,33.0,84.7,39.0,70.46600000000001
474,Курганская область,2015,69.03,179436.3,89.12683257322064,7.5,8793.0,71.0,52.0,94.3,28.8,72.7475
1251,Свердловская область,2015,69.83,1822835.0,89.9,6.5,9670.0,8078.0,984.0,90.8,42.4,70.784
1398,Тюменская область,2015,71.76,5851557.8,91.37673667031504,4.9,9692.0,159.0,2146.0,75.9,50.9,71.63875
1482,Челябинская область,2015,69.9,1209242.7,93.81391419458528,7.0,9038.0,3136.0,627.0,76.2,39.4,70.50750000000001
831,Республика Алтай,2015,68.44,42165.7,88.39998770425449,9.7,9260.0,2.0,8.0,78.5,44.7,71.79571428571428
1104,Республика Тыва,2015,63.13,47289.6,90.50658783474064,18.6,9564.0,13.0,20.0,126.5,48.9,0.0
1125,Республика Хакасия,2015,68.68,170413.1,91.2828621928856,5.8,8905.0,172.0,89.0,74.8,39.0,70.348
12,Алтайский край,2015,70.44,487903.3,89.95350087240817,8.0,8785.0,549.0,204.0,97.6,42.9,71.592
453,Красноярский край,2015,69.69,1667041.1,93.60305795731546,6.2,10598.0,6241.0,2476.0,85.7,47.6,70.86571428571428
264,Иркутская область,2015,67.37,1001717.6,91.29973255048488,8.2,9814.0,2488.0,639.0,106.0,45.5,72.242
369,Кемеровская область,2015,68.31,843345.4,92.00868545322793,7.7,8566.0,4683.0,1344.0,89.9,42.9,71.815
663,Новосибирская область,2015,70.86,1021642.9,90.36151347343232,6.9,10117.0,1034.0,185.0,98.4,51.6,72.352
684,Омская область,2015,70.41,618127.7,91.18053140220076,6.8,8338.0,1838.0,202.0,81.7,50.6,72.266
1356,Томская область,2015,71.25,471456.7,92.73771392929416,7.7,10387.0,224.0,293.0,105.3,53.5,70.525
873,Республика Бурятия,2015,69.15,202823.4,89.44333609612815,9.2,9259.0,727.0,109.0,88.7,45.6,70.21333333333332
1041,Республика Саха (Якутия),2015,70.29,747601.7,95.59772961704866,7.3,15515.0,478.0,287.0,105.7,55.2,71.115
768,Приморский край,2015,69.21,717609.9,90.24440509447464,6.9,12535.0,2022.0,193.0,102.0,50.0,71.19000000000001
1461,Хабаровский край,2015,68.72,595792.3,88.800976540193,5.3,13427.0,485.0,116.0,86.9,53.5,70.31
33,Амурская область,2015,67.27,277380.4,88.00643649562994,5.8,11555.0,350.0,127.0,102.4,55.4,70.72800000000001
558,Магаданская область,2015,68.11,125798.3,92.82819661405684,4.3,17469.0,46.0,27.0,117.2,61.0,70.30000000000001
1230,Сахалинская область,2015,67.99,837495.2,99.80918942036364,6.3,13533.0,39.0,72.0,118.9,54.1,70.84
222,Еврейская автономная область,2015,65.04,44554.8,91.49737139146038,7.9,12228.0,45.0,19.0,124.5,37.9,74.42
1524,Чукотский автономный округ,2015,64.16,61735.5,96.2920142001314,4.0,16845.0,30.0,21.0,149.3,65.0,70.24
97,Белгородская область,2016,72.87,778027.8,100.78759192072695,4.0,8099.0,551.0,113.0,72.7,41.6,74.22666666666666
118,Брянская область,2016,70.92,316489.4,98.5445219576136,4.6,8971.0,425.0,39.0,74.9,39.1,70.97333333333333
139,Владимирская область,2016,70.28,431549.8,99.15194176188427,5.6,9092.0,7.0,33.0,84.0,33.9,71.1575
202,Воронежская область,2016,72.08,827928.6,99.1456172961892,4.5,8121.0,88.0,73.0,84.1,50.9,70.9
244,Ивановская область,2016,70.77,205818.6,97.6,5.6,9373.0,10.0,27.0,82.0,43.8,72.1
328,Калужская область,2016,71.18,409462.3,98.2734521830966,4.2,9349.0,136.0,23.0,79.3,40.1,72.5575
412,Костромская область,2016,70.87,170225.1,98.480404815508,5.5,9195.0,23.0,50.0,95.6,37.1,72.22200000000001
496,Курская область,2016,70.94,379011.3,98.35043021818424,4.3,8258.0,50.0,39.0,85.1,48.5,71.118
538,Липецкая область,2016,71.62,501263.5,100.37711360164458,4.0,8313.0,1438.0,320.0,83.0,42.3,70.2725
580,Московская область,2016,72.5,4206506.0,96.3,3.3,11021.0,728.0,253.0,74.0,38.0,70.13
727,Орловская область,2016,70.73,228583.1,98.61740370099228,6.4,8739.0,6.0,21.0,92.6,44.6,70.28999999999999
1168,Рязанская область,2016,71.87,366211.3,100.70017212514507,4.4,8658.0,570.0,99.0,79.3,51.8,70.5825
1273,Смоленская область,2016,69.98,283725.5,100.3862756816362,6.1,10074.0,112.0,58.0,97.1,50.9,71.1225
1315,Тамбовская область,2016,72.11,320623.4,97.93275717751578,4.5,8268.0,18.0,56.0,80.6,37.0,70.76666666666665
1336,Тверская область,2016,69.24,397438.9,98.8488614324585,5.8,9590.0,25.0,63.0,93.9,44.1,0.0
1378,Тульская область,2016,70.56,552308.4,99.70386783015326,4.1,9035.0,654.0,142.0,85.8,36.2,72.96600000000001
1546,Ярославская область,2016,71.21,498880.3,98.69156251016452,6.7,8903.0,51.0,86.0,92.6,53.0,70.97999999999999
1567,г. Москва,2016,77.08,15121534.2,102.9506245419298,1.8,15092.0,43.0,63.0,65.2,55.4,71.55666666666667
958,Республика Карелия,2016,69.78,248140.4,101.07558701924044,9.2,12007.0,92.0,116.0,75.5,50.0,71.105
979,Республика Коми,2016,69.45,578649.1,99.16622855115608,8.7,12128.0,355.0,569.0,101.5,50.2,71.05600000000001
55,Архангельская область,2016,70.82,713043.9,99.38586747028266,7.1,10944.0,436.0,245.0,93.5,53.9,71.57249999999999
181,Вологодская область,2016,70.24,509931.7,99.81339735725376,6.6,9980.0,1330.0,441.0,78.0,34.8,71.865
307,Калининградская область,2016,71.92,417094.9,97.080938033891,6.0,9948.0,20.0,21.0,84.7,44.6,70.03999999999999
517,Ленинградская область,2016,71.7,953668.3,99.32508311759084,4.6,9211.0,873.0,243.0,66.5,35.2,72.166
601,Мурманская область,2016,70.94,467006.5,99.24084317541572,7.7,13562.0,1832.0,232.0,100.7,53.1,71.022
643,Новгородская область,2016,69.15,253056.8,99.0,4.9,9751.0,103.0,46.0,82.9,43.2,72.12333333333333
790,Псковская область,2016,69.25,159206.1,97.0787792269399,6.7,10417.0,20.0,33.0,85.0,34.8,70.39666666666666
1588,г. Санкт-Петербург,2016,74.9,4099939.7,103.02773318090578,1.6,10526.0,97.0,78.0,83.6,77.5,69.8175
811,Республика Адыгея,2016,72.59,101102.7,97.69976892632737,9.0,8521.0,3.0,11.0,74.6,37.6,71.52
937,Республика Калмыкия,2016,73.35,69564.2,99.5,10.6,8372.0,0.5,2.0,77.4,52.0,70.4875
433,Краснодарский край,2016,72.83,2257074.5,100.3,5.8,9603.0,1271.0,242.0,73.8,40.1,71.5
76,Астраханская область,2016,72.2,368485.4,101.4,7.6,8730.0,8.0,127.0,92.3,61.4,73.41
160,Волгоградская область,2016,72.49,825586.5,101.9,6.8,8794.0,162.0,161.0,87.5,44.4,71.68666666666667
1147,Ростовская область,2016,72.2,1375107.4,100.107290765589,5.8,9414.0,978.0,169.0,81.6,37.4,70.566
895,Республика Дагестан,2016,77.23,617587.6,100.98608439826494,10.9,9076.0,0.0,14.0,67.1,37.6,70.67400000000002
916,Республика Ингушетия,2016,80.82,58141.5,99.28086797447988,30.2,8881.0,0.0,1.0,48.2,40.9,70.414
286,Кабардино-Балкарская Республика,2016,75.12,152970.8,96.2,10.3,10183.0,0.5,4.0,81.7,45.1,69.66
349,Карачаево-Черкесская Республика,2016,74.72,78521.1,97.7,14.4,8815.0,267.0,17.0,70.2,40.0,70.8075
1063,Республика Северная Осетия - Алания,2016,75.05,148810.1,100.2,9.9,8896.0,180.0,5.0,90.1,66.6,70.82
1294,Ставропольский край,2016,73.4,712594.5,99.10640030495884,5.7,8148.0,64.0,88.0,80.1,42.6,72.5875
853,Республика Башкортостан,2016,71.0,1421517.6,102.29251151408978,5.8,8323.0,535.0,461.0,78.8,41.0,70.46799999999999
1000,Республика Марий Эл,2016,70.75,170890.5,99.39158411569387,6.0,8682.0,8.0,36.0,83.5,35.6,70.475
1021,Республика Мордовия,2016,72.25,223297.8,100.1,4.2,7776.0,361.0,41.0,80.5,53.6,70.435
1084,Республика Татарстан,2016,73.64,2058139.9,98.27149312107744,3.8,8108.0,495.0,338.0,65.2,40.2,71.08
1420,Удмуртская Республика,2016,70.86,570254.8,103.6978569546736,5.2,8594.0,173.0,147.0,84.2,49.5,71.06
1504,Чувашская Республика,2016,71.52,284659.1,101.4749556410973,5.3,8346.0,9.0,25.0,83.4,49.3,71.3575
391,Кировская область,2016,71.71,313533.8,99.7370395509724,5.4,9276.0,177.0,99.0,87.9,45.1,69.79666666666667
622,Нижегородская область,2016,70.75,1282751.7,101.2,4.3,8639.0,112.0,150.0,87.1,47.4,70.87
706,Оренбургская область,2016,70.57,814765.4,101.97838455133837,4.9,8242.0,644.0,512.0,85.2,46.7,73.124
748,Пензенская область,2016,72.53,358258.2,103.39625933988452,4.6,8398.0,39.0,44.0,80.4,39.3,69.84166666666667
1189,Самарская область,2016,71.08,1364822.2,98.79594574500064,4.1,9664.0,302.0,253.0,76.2,45.9,71.91999999999999
1210,Саратовская область,2016,72.07,700848.6,99.11550804067734,5.1,8168.0,317.0,110.0,99.0,48.0,70.37
1441,Ульяновская область,2016,70.97,366954.7,100.4367248128072,4.6,8826.0,86.0,33.0,82.0,40.0,70.76
475,Курганская область,2016,69.43,202100.4,98.67257323809643,8.4,9142.0,70.0,42.0,90.2,29.3,72.9225
1252,Свердловская область,2016,70.02,2109619.1,98.02856715398504,6.2,9973.0,7402.0,906.0,87.7,42.9,71.02600000000001
1399,Тюменская область,2016,72.33,6125961.8,98.41151009738778,4.6,9855.0,159.0,2292.0,74.5,51.4,72.33
1483,Челябинская область,2016,70.5,1332761.4,97.76398162461425,7.1,8984.0,3284.0,597.0,76.1,40.3,71.31
832,Республика Алтай,2016,70.13,47434.9,103.62319999833828,12.0,9353.0,2.0,7.0,77.5,45.1,72.28571428571428
1105,Республика Тыва,2016,64.21,58001.1,99.3,16.6,9775.0,13.0,92.0,119.5,50.2,0.0
1126,Республика Хакасия,2016,69.33,207742.6,102.72246205427552,6.3,8958.0,177.0,213.0,72.0,41.5,71.084
13,Алтайский край,2016,70.74,532401.5,98.4,8.6,8708.0,576.0,2363.0,96.9,43.1,72.01600000000002
454,Красноярский край,2016,70.01,1821899.9,100.7662414445733,6.1,10821.0,6290.0,642.0,84.2,47.8,71.19285714285714
265,Иркутская область,2016,68.2,1139206.8,99.82589684517386,8.8,9862.0,2098.0,1349.0,105.4,46.9,72.986
370,Кемеровская область,2016,68.72,903348.9,99.70246950007042,7.9,8748.0,4234.0,201.0,89.9,43.9,72.245
664,Новосибирская область,2016,71.2,1074794.7,101.21071079653188,7.4,10225.0,1006.0,200.0,96.7,50.5,72.734
685,Омская область,2016,70.78,669480.4,97.6215240228913,7.2,8442.0,1736.0,301.0,80.2,50.0,72.834
1357,Томская область,2016,71.66,521043.5,98.9,7.2,10262.0,197.0,1084.0,103.8,54.8,71.235
874,Республика Бурятия,2016,69.61,220764.6,99.51888929313856,9.6,9247.0,543.0,19.0,86.9,46.4,70.94999999999999
1042,Республика Саха (Якутия),2016,70.84,889449.3,100.22072633069344,7.2,16080.0,479.0,257.0,98.2,56.0,72.06166666666665
769,Приморский край,2016,69.66,860803.6,99.14811672213716,6.0,12456.0,1917.0,186.0,100.4,49.7,71.71000000000001
1462,Хабаровский край,2016,69.13,672660.4,97.8,5.0,12910.0,556.0,114.0,84.6,58.0,71.1125
34,Амурская область,2016,68.28,297531.0,96.01540694964748,5.9,11374.0,385.0,135.0,90.8,54.2,71.516
559,Магаданская область,2016,69.0,153879.8,98.89235406820372,4.4,17764.0,49.0,31.0,117.8,61.2,70.89
1231,Сахалинская область,2016,68.66,762510.3,100.0,6.3,13728.0,51.0,77.0,116.7,56.0,71.23833333333333
223,Еврейская автономная область,2016,65.88,48563.2,96.8170442592246,8.2,12574.0,59.0,19.0,129.2,36.8,74.9
1525,Чукотский автономный округ,2016,64.42,72174.1,99.9,3.5,17775.0,26.0,21.0,131.1,69.4,70.94
98,Белгородская область,2017,73.67,837306.8,104.4790652385589,3.9,8281.0,623.0,117.0,73.0,41.1,75.13666666666666
119,Брянская область,2017,71.27,341177.8,103.1746031746032,4.4,9279.0,440.0,47.0,75.2,40.7,71.77666666666667
