,region,year,opzh,vrp,real_wage_index,unemployment_rate,living_wage,capture_mass_level,emissions_mass_level,hospital_beds,doctors,lag_opzh
1305,Тамбовская область,2006,66.84,79766.2,113.6,8.7,2736.0,11.0,42.0,121.0,34.7,66.08666666666666
1326,Тверская область,2006,62.85,127363.8,114.0,4.5,2990.0,18.0,61.0,125.9,52.7,0.0
1368,Тульская область,2006,64.23,142240.1,112.6,2.7,2795.0,377.0,164.0,126.4,34.5,68.21800000000002
1536,Ярославская область,2006,66.11,153251.5,109.8,3.0,2995.0,59.0,75.0,131.8,59.7,65.75333333333333
1557,г. Москва,2006,71.81,5260232.8,114.2,1.6,5121.0,85.0,95.0,95.1,74.0,66.82
948,Республика Карелия,2006,63.79,84228.3,112.1,3.6,3699.0,154.0,124.0,122.6,51.4,65.38749999999999
969,Республика Коми,2006,64.21,218490.7,110.2,12.4,4525.0,322.0,670.0,119.7,47.5,65.212
45,Архангельская область,2006,64.84,215932.7,108.9,5.9,4060.0,711.0,335.0,115.2,53.7,67.225
171,Вологодская область,2006,65.36,201939.2,109.1,5.3,3450.0,1976.0,483.0,117.8,35.6,66.71666666666665
297,Калининградская область,2006,64.13,103138.7,132.7,4.5,3696.0,7.0,26.0,103.9,37.0,64.89333333333333
507,Ленинградская область,2006,63.06,265260.4,108.0,5.9,3321.0,873.0,247.0,84.6,30.2,66.586
591,Мурманская область,2006,65.17,158127.0,111.8,6.7,5333.0,1964.0,293.0,114.3,50.3,66.31400000000001
633,Новгородская область,2006,62.66,74923.8,116.2,5.5,3225.0,125.0,55.0,126.2,40.4,66.66499999999999
780,Псковская область,2006,61.22,51464.9,110.1,7.4,2951.0,4.0,17.0,125.0,34.7,65.01666666666667
1578,г. Санкт-Петербург,2006,68.9,825102.3,117.3,2.4,3544.0,42.0,52.0,97.1,80.4,64.58875
801,Республика Адыгея,2006,68.27,21132.4,114.4,13.7,2962.0,12.0,2.0,111.4,38.6,66.98
927,Республика Калмыкия,2006,67.52,12844.1,109.9,16.7,2664.0,0.3,8.0,112.4,49.1,64.85000000000001
423,Краснодарский край,2006,68.74,483950.7,113.0,7.4,3278.0,647.0,152.0,95.3,42.7,66.2825
66,Астраханская область,2006,66.14,85112.1,105.7,7.9,2883.0,16.0,117.0,116.2,66.6,68.82499999999999
150,Волгоградская область,2006,67.84,252142.7,113.7,8.6,2762.0,430.0,221.0,118.4,49.3,66.34
1137,Ростовская область,2006,67.61,340012.5,115.7,8.0,3086.0,832.0,174.0,101.0,38.4,65.434
885,Республика Дагестан,2006,73.35,124153.5,113.6,22.3,2484.0,1.0,24.0,67.6,38.9,64.43
906,Республика Ингушетия,2006,76.02,9033.5,104.3,58.5,2839.0,0.1,1.0,47.8,28.4,65.04400000000001
276,Кабардино-Балкарская Республика,2006,70.14,43309.7,114.1,20.7,2558.0,2.0,2.0,105.1,45.9,64.4
339,Карачаево-Черкесская Республика,2006,70.19,23260.1,112.9,19.4,2709.0,301.0,19.0,95.5,33.8,65.89750000000001
1053,Республика Северная Осетия - Алания,2006,70.74,43341.2,112.6,8.5,2638.0,223.0,5.0,101.0,66.7,64.84
1284,Ставропольский край,2006,68.25,181675.1,114.7,8.9,3050.0,70.0,73.0,88.4,44.5,68.23249999999999
843,Республика Башкортостан,2006,67.47,505205.8,118.8,6.5,2973.0,766.0,395.0,95.2,42.7,65.118
990,Республика Марий Эл,2006,64.82,43663.7,118.1,10.2,2789.0,7.0,36.0,121.1,34.4,64.67
1011,Республика Мордовия,2006,67.75,57974.2,115.6,4.7,2816.0,495.0,40.0,125.4,51.1,65.795
1074,Республика Татарстан,2006,69.04,605911.5,116.1,5.6,2695.0,360.0,285.0,101.3,45.2,66.57
1410,Удмуртская Республика,2006,66.01,164848.5,111.5,8.4,2947.0,33.0,120.0,123.4,58.3,66.594
1494,Чувашская Республика,2006,66.98,93172.0,117.2,8.6,2712.0,34.0,32.0,109.2,48.8,66.1525
381,Кировская область,2006,65.8,97047.1,111.0,7.9,3066.0,134.0,95.0,149.9,46.7,64.24666666666666
612,Нижегородская область,2006,64.6,376180.3,111.4,5.3,3255.0,243.0,157.0,124.1,47.0,65.2275
696,Оренбургская область,2006,66.17,302808.4,114.4,6.5,2734.0,679.0,883.0,117.5,50.5,67.854
738,Пензенская область,2006,67.25,88805.0,110.2,6.5,2999.0,42.0,27.0,100.7,38.3,63.781666666666666
1179,Самарская область,2006,66.57,487713.5,112.9,4.3,3727.0,570.0,336.0,85.4,49.2,67.15333333333334
1200,Саратовская область,2006,67.37,204291.2,119.0,8.2,2919.0,354.0,188.0,105.0,52.5,64.98125
1431,Ульяновская область,2006,66.33,101950.3,113.7,6.9,2936.0,180.0,43.0,95.8,36.3,65.392
465,Курганская область,2006,65.52,68434.5,115.2,12.4,2977.0,54.0,53.0,107.7,28.3,67.9375
1242,Свердловская область,2006,66.47,653908.3,112.0,7.0,3324.0,9932.0,1250.0,110.3,43.2,65.778
1389,Тюменская область,2006,67.95,2551355.4,105.9,6.8,3555.0,37.0,4022.0,96.1,50.3,66.89
1473,Челябинская область,2006,66.17,446918.0,112.9,5.1,2939.0,5391.0,996.0,120.4,41.3,65.75500000000001
822,Республика Алтай,2006,62.49,11609.4,118.9,11.6,3841.0,4.0,13.0,119.3,40.4,67.26714285714286
1095,Республика Тыва,2006,58.43,15146.8,117.7,20.5,3321.0,33.0,23.0,170.3,43.9,0.0
1116,Республика Хакасия,2006,64.51,53689.3,111.3,9.1,3275.0,196.0,91.0,104.0,39.2,65.51400000000001
3,Алтайский край,2006,66.64,173810.5,115.4,8.8,3049.0,715.0,219.0,119.1,47.8,66.47800000000001
444,Красноярский край,2006,65.58,585881.9,107.7,9.9,3716.0,9303.0,2470.0,112.8,50.4,66.37
255,Иркутская область,2006,63.06,330834.3,112.1,8.9,3373.0,2695.0,532.0,124.2,47.1,67.10400000000001
360,Кемеровская область,2006,63.04,342210.6,109.9,7.3,2933.0,5122.0,1311.0,106.3,47.7,67.33166666666666
654,Новосибирская область,2006,66.38,296064.5,115.1,7.4,3674.0,934.0,214.0,126.1,58.6,67.53
675,Омская область,2006,66.17,262506.7,112.9,9.3,3375.0,1628.0,198.0,121.7,56.5,67.418
1347,Томская область,2006,66.5,188800.7,107.5,9.0,3572.0,234.0,285.0,125.3,68.3,65.715
864,Республика Бурятия,2006,62.43,91712.4,110.9,13.5,4014.0,463.0,84.0,106.6,39.2,66.21
1032,Республика Саха (Якутия),2006,65.55,206845.0,106.8,9.5,5456.0,308.0,160.0,145.6,53.7,66.74166666666666
759,Приморский край,2006,64.4,215934.4,111.6,8.0,4423.0,2501.0,237.0,94.1,53.4,66.06
1452,Хабаровский край,2006,63.67,194259.6,102.9,6.0,4854.0,736.0,130.0,108.0,61.0,65.93
24,Амурская область,2006,62.23,95090.9,106.7,8.2,4353.0,251.0,103.0,144.3,61.9,66.242
549,Магаданская область,2006,63.4,31203.2,108.6,5.4,5329.0,55.0,28.0,170.9,56.7,64.235
1221,Сахалинская область,2006,62.79,166105.4,110.3,4.6,5974.0,401.0,98.0,149.9,46.5,65.455
213,Еврейская автономная область,2006,61.27,17976.8,107.7,9.8,3894.0,79.0,24.0,154.6,37.7,68.9
1515,Чукотский автономный округ,2006,58.93,15538.0,98.6,3.7,8379.0,42.0,30.0,239.8,77.9,65.17
88,Белгородская область,2007,70.33,237013.3,114.8,4.2,3306.0,818.0,124.0,86.0,41.1,69.66999999999999
109,Брянская область,2007,66.11,102706.2,113.4,6.5,3405.0,759.0,48.0,125.5,36.8,66.88
130,Владимирская область,2007,65.3,146663.0,119.0,6.9,3777.0,11.0,32.0,92.9,34.0,66.71
193,Воронежская область,2007,67.52,222811.9,118.8,5.2,3607.0,53.0,71.0,104.0,53.5,66.625
235,Ивановская область,2007,65.55,74752.0,115.1,4.5,3707.0,49.0,44.0,109.7,51.5,65.755
319,Калужская область,2007,66.64,111869.0,115.7,5.0,3600.0,106.0,13.0,109.3,38.4,67.755
403,Костромская область,2007,66.27,65700.4,113.4,3.3,3637.0,31.0,63.0,153.3,38.2,67.374
487,Курская область,2007,66.66,128799.0,115.5,4.9,3422.0,35.0,27.0,102.5,53.1,66.574
529,Липецкая область,2007,67.31,209821.5,115.9,2.8,3394.0,1076.0,382.0,128.4,42.0,66.0125
571,Московская область,2007,66.93,1295649.9,121.8,2.0,4467.0,1175.0,163.0,101.3,37.9,65.35428571428571
718,Орловская область,2007,67.23,77101.2,117.6,5.8,3176.0,7.0,12.0,119.2,40.2,65.61
1159,Рязанская область,2007,65.61,121305.2,115.4,4.0,3686.0,374.0,135.0,119.4,54.9,66.2325
1264,Смоленская область,2007,64.46,95703.4,115.3,6.5,3723.0,116.0,37.0,120.0,59.1,67.0975
1306,Тамбовская область,2007,67.9,106039.6,114.6,8.8,3076.0,12.0,50.0,110.4,34.3,66.92333333333333
1327,Тверская область,2007,63.99,156034.6,116.6,4.2,3877.0,26.0,69.0,124.3,52.2,0.0
1369,Тульская область,2007,65.01,174110.9,116.8,2.6,3633.0,425.0,163.0,125.8,34.4,68.894
1537,Ярославская область,2007,67.0,186577.5,113.2,3.4,3997.0,61.0,78.0,131.8,60.1,66.91666666666666
1558,г. Москва,2007,72.5,6696259.1,120.5,0.8,5855.0,90.0,79.0,97.6,74.5,67.98166666666665
949,Республика Карелия,2007,65.12,104603.3,112.9,6.2,4625.0,158.0,120.0,116.6,51.0,66.44999999999999
970,Республика Коми,2007,65.83,241150.5,110.1,10.0,5167.0,298.0,655.0,118.5,47.1,66.174
46,Архангельская область,2007,66.27,268672.1,111.4,5.6,4907.0,749.0,403.0,115.9,56.3,68.205
172,Вологодская область,2007,66.96,243336.3,110.7,4.1,4073.0,2238.0,463.0,114.9,35.6,67.71999999999998
298,Калининградская область,2007,65.79,143927.7,119.9,3.4,4097.0,7.0,36.0,90.8,36.6,66.21000000000001
508,Ленинградская область,2007,64.58,309028.6,117.9,4.0,3835.0,982.0,237.0,86.0,35.0,67.458
592,Мурманская область,2007,66.72,191584.6,111.9,6.5,5930.0,2044.0,295.0,116.7,51.4,66.79
634,Новгородская область,2007,63.96,86664.9,113.4,5.2,3964.0,93.0,49.0,126.7,40.2,67.62166666666666
781,Псковская область,2007,64.09,61561.9,118.8,4.9,3559.0,3.0,16.0,123.8,35.0,65.66
1579,г. Санкт-Петербург,2007,69.86,1119660.3,121.5,2.1,4158.0,45.0,46.0,94.9,79.1,65.505
802,Республика Адыгея,2007,68.77,29085.1,115.6,10.3,3531.0,5.0,3.0,115.9,39.1,67.39
928,Республика Калмыкия,2007,68.35,17225.8,117.2,14.4,3317.0,0.3,6.0,110.9,49.3,65.94874999999999
424,Краснодарский край,2007,69.25,648211.3,117.1,6.5,3832.0,985.0,143.0,93.2,42.2,67.33
67,Астраханская область,2007,67.02,100359.2,108.2,8.9,3466.0,17.0,129.0,113.6,66.2,69.775
151,Волгоградская область,2007,68.84,331766.8,116.3,6.4,3701.0,328.0,227.0,117.8,50.4,67.37666666666667
1138,Ростовская область,2007,68.38,450434.7,118.1,6.8,3728.0,755.0,163.0,100.8,38.6,66.41
886,Республика Дагестан,2007,74.21,156928.8,115.3,20.2,3153.0,2.0,17.0,65.7,38.1,65.34600000000002
907,Республика Ингушетия,2007,79.0,16812.4,104.8,47.3,3172.0,0.3,1.0,50.6,29.5,66.13
277,Кабардино-Балкарская Республика,2007,71.18,48908.7,114.2,17.6,3034.0,3.0,3.0,101.4,45.9,65.11
340,Карачаево-Черкесская Республика,2007,71.28,27469.7,116.7,18.3,3144.0,326.0,20.0,92.0,33.7,66.8
1054,Республика Северная Осетия - Алания,2007,71.74,52804.8,117.7,9.7,3029.0,225.0,5.0,100.7,69.7,66.27
1285,Ставропольский край,2007,69.49,222239.6,117.6,6.4,3523.0,69.0,69.0,87.4,45.0,69.115
844,Республика Башкортостан,2007,67.81,590054.1,118.1,6.6,3371.0,474.0,407.0,95.3,43.0,66.308
991,Республика Марий Эл,2007,66.16,55069.2,122.1,9.0,3277.0,7.0,28.0,118.9,35.3,65.715
1012,Республика Мордовия,2007,68.4,77048.8,117.3,3.6,3260.0,486.0,32.0,114.4,50.7,66.58500000000001
1075,Республика Татарстан,2007,69.44,757401.4,120.1,5.6,3172.0,391.0,266.0,99.4,44.8,67.19
1411,Удмуртская Республика,2007,66.59,205647.4,115.0,7.9,3605.0,27.0,120.0,128.5,57.8,67.332
1495,Чувашская Республика,2007,67.39,123453.3,123.3,8.8,3351.0,26.0,29.0,104.1,48.6,67.025
382,Кировская область,2007,67.02,118154.9,115.9,5.9,3753.0,113.0,93.0,148.8,47.3,65.53666666666666
613,Нижегородская область,2007,65.58,473307.4,113.6,4.5,3865.0,250.0,149.0,122.7,47.1,66.3525
697,Оренбургская область,2007,66.68,370880.9,115.5,7.2,3442.0,756.0,804.0,116.4,50.8,69.20400000000001
739,Пензенская область,2007,68.3,119104.0,121.8,5.2,3448.0,45.0,26.0,100.8,38.5,65.04999999999998
1180,Самарская область,2007,67.19,584968.6,113.4,4.3,4279.0,457.0,325.0,87.0,48.9,67.97333333333333
1201,Саратовская область,2007,68.01,252867.2,120.1,8.0,3735.0,388.0,162.0,102.3,52.2,66.04124999999999
1432,Ульяновская область,2007,66.97,124676.2,114.6,4.7,3507.0,176.0,43.0,98.5,36.4,66.74600000000001
466,Курганская область,2007,66.66,81076.0,110.5,8.6,3509.0,52.0,50.0,107.9,28.4,68.97999999999999
1243,Свердловская область,2007,67.5,820792.5,119.1,5.3,3902.0,9551.0,1220.0,108.3,44.6,66.60600000000001
1390,Тюменская область,2007,68.57,2758813.1,111.0,5.8,3983.0,36.0,4086.0,95.2,51.2,68.195
1474,Челябинская область,2007,67.14,575643.7,117.7,2.5,3578.0,5109.0,970.0,118.1,41.4,66.7225
823,Республика Алтай,2007,64.33,15108.5,115.0,8.8,4525.0,4.0,11.0,117.4,41.3,68.45428571428572
1096,Республика Тыва,2007,59.16,19384.2,114.6,17.1,4019.0,23.0,21.0,169.6,43.6,0.0
1117,Республика Хакасия,2007,66.19,63722.0,109.6,6.9,3723.0,214.0,94.0,102.5,39.1,66.61200000000001
4,Алтайский край,2007,67.22,223563.4,116.4,6.5,3561.0,694.0,215.0,118.3,49.2,67.36000000000001
445,Красноярский край,2007,66.58,734154.8,115.8,8.2,4178.0,9546.0,2500.0,110.6,51.6,67.2642857142857
256,Иркутская область,2007,64.9,402654.7,113.0,8.1,3940.0,2678.0,554.0,123.8,49.7,68.558
361,Кемеровская область,2007,64.01,437790.2,111.9,6.3,3565.0,4881.0,1454.0,102.8,48.3,68.23333333333333
655,Новосибирская область,2007,67.43,365531.2,121.3,7.1,4210.0,968.0,207.0,119.3,57.2,68.6
676,Омская область,2007,66.54,296004.7,114.9,8.0,3929.0,1633.0,198.0,122.3,57.5,68.322
1348,Томская область,2007,67.68,214487.0,117.8,6.9,4131.0,213.0,320.0,124.7,67.6,67.0625
865,Республика Бурятия,2007,64.2,107442.0,117.2,12.9,4148.0,537.0,91.0,111.5,40.9,66.98
1033,Республика Саха (Якутия),2007,66.17,242656.5,109.6,7.6,6733.0,307.0,162.0,140.7,52.2,68.18166666666666
760,Приморский край,2007,65.11,259041.4,112.6,7.0,5111.0,2353.0,227.0,91.1,52.7,67.382
1453,Хабаровский край,2007,64.76,231293.2,114.1,5.9,5443.0,633.0,128.0,100.7,60.6,67.0425
25,Амурская область,2007,63.93,111761.2,113.0,6.4,5026.0,246.0,117.0,134.5,62.8,66.958
550,Магаданская область,2007,63.57,35314.4,112.9,5.7,6276.0,49.0,28.0,167.3,57.5,66.195
1222,Сахалинская область,2007,64.48,286273.0,112.7,4.7,6606.0,511.0,100.0,141.8,47.2,66.48166666666665
214,Еврейская автономная область,2007,61.94,23726.1,116.4,9.7,4674.0,86.0,24.0,155.6,37.8,69.86
1516,Чукотский автономный округ,2007,58.72,20984.1,109.6,3.6,8974.0,38.0,27.0,230.0,74.8,66.72
89,Белгородская область,2008,70.49,317656.3,112.3,4.1,3839.0,650.0,116.0,82.6,40.6,70.16333333333333
110,Брянская область,2008,66.49,125834.4,106.8,6.5,3983.0,365.0,30.0,103.8,36.3,67.28999999999999
131,Владимирская область,2008,65.45,175395.7,108.5,5.6,4545.0,10.0,39.0,79.2,33.6,66.94749999999999
194,Воронежская область,2008,67.82,287072.1,113.7,5.3,4180.0,43.0,78.0,92.3,51.0,67.02
236,Ивановская область,2008,65.96,86980.3,107.9,5.1,4252.0,67.0,41.0,106.2,50.9,66.25999999999999
320,Калужская область,2008,66.8,150394.4,111.1,4.8,4234.0,108.0,13.0,99.8,38.9,68.1325
404,Костромская область,2008,66.34,81040.7,110.4,5.1,4323.0,37.0,61.0,132.3,36.5,67.83600000000001
488,Курская область,2008,66.85,167865.8,108.0,6.4,4042.0,29.0,25.0,97.9,54.8,67.042
530,Липецкая область,2008,67.53,259532.2,105.0,4.9,4137.0,980.0,353.0,115.8,41.9,66.3025
572,Московская область,2008,67.3,1645753.0,115.8,2.8,5170.0,1202.0,195.0,87.3,36.4,65.65142857142857
719,Орловская область,2008,67.7,96669.9,113.3,6.0,3743.0,6.0,20.0,113.6,39.8,65.995
1160,Рязанская область,2008,66.43,150151.2,110.0,5.5,4383.0,419.0,146.0,109.1,57.5,66.48
1265,Смоленская область,2008,64.53,121601.3,108.0,7.1,4474.0,143.0,43.0,111.7,57.3,67.48
1307,Тамбовская область,2008,68.24,120836.0,113.4,9.2,3493.0,11.0,59.0,99.9,34.4,67.35
1328,Тверская область,2008,64.82,192283.0,111.9,5.1,4470.0,33.0,58.0,104.0,50.4,0.0
1370,Тульская область,2008,65.42,231730.8,108.2,3.5,4354.0,466.0,160.0,118.3,34.1,69.34200000000001
1538,Ярославская область,2008,67.6,214946.3,106.1,6.0,4701.0,60.0,81.0,121.1,60.1,67.37333333333333
1559,г. Москва,2008,72.84,8248652.0,115.6,0.9,6648.0,89.0,70.0,96.1,75.2,68.28666666666666
950,Республика Карелия,2008,65.48,115208.2,111.3,8.4,5381.0,165.0,120.0,109.9,51.4,66.74625
971,Республика Коми,2008,66.2,291812.1,106.5,7.3,6198.0,283.0,618.0,115.3,47.5,66.56400000000001
47,Архангельская область,2008,66.94,289755.9,110.4,7.0,5661.0,1055.0,396.0,106.9,54.9,68.435
173,Вологодская область,2008,66.91,294926.2,108.4,5.9,4851.0,2049.0,459.0,108.4,36.2,68.1
299,Калининградская область,2008,66.51,179266.7,105.1,8.7,4995.0,20.0,33.0,81.8,35.4,66.48666666666666
509,Ленинградская область,2008,65.22,383255.4,115.4,6.0,4400.0,825.0,219.0,75.5,34.1,67.61000000000001
