region,year,vrp
Еврейская автономная область,2022,81120.5
Чукотский автономный округ,2022,145059.8
Белгородская область,2023,1341408.9
Брянская область,2023,627017.8
Владимирская область,2023,893416.3
Воронежская область,2023,1494401.9
Ивановская область,2023,435227.7
Калужская область,2023,792281.5
Костромская область,2023,316018.2
Курская область,2023,747687.1
Липецкая область,2023,950272.5
Московская область,2023,9244579.6
Орловская область,2023,398720.4
Рязанская область,2023,692685.4
Смоленская область,2023,556552.9
Тамбовская область,2023,522646.8
Тверская область,2023,750838.4
Тульская область,2023,1149160.2
Ярославская область,2023,849769.9
г. Москва,2023,32339001.6
Республика Карелия,2023,434291.1
Республика Коми,2023,1049365.5
Архангельская область,2023,1263045.1
Вологодская область,2023,1081822.9
Калининградская область,2023,785205.9
Ленинградская область,2023,1915187.7
Мурманская область,2023,1127497.3
Новгородская область,2023,408968.1
Псковская область,2023,288750.0
г. Санкт-Петербург,2023,10908028.0
Республика Адыгея,2023,223013.0
Республика Калмыкия,2023,166710.2
Краснодарский край,2023,4772036.0
Астраханская область,2023,777718.3
Волгоградская область,2023,1384980.9
Ростовская область,2023,2693193.0
Республика Дагестан,2023,1034705.4
Республика Ингушетия,2023,95319.7
Кабардино-Балкарская Республика,2023,291100.4
Карачаево-Черкесская Республика,2023,143310.6
Республика Северная Осетия - Алания,2023,266555.8
Ставропольский край,2023,1340782.0
Республика Башкортостан,2023,2460269.4
Республика Марий Эл,2023,304473.1
Республика Мордовия,2023,396833.0
Республика Татарстан,2023,4583352.3
Удмуртская Республика,2023,1102900.3
Чувашская Республика,2023,601316.7
Кировская область,2023,605915.5
Нижегородская область,2023,2672241.8
Оренбургская область,2023,1763998.8
Пензенская область,2023,659002.8
Самарская область,2023,2646488.2
Саратовская область,2023,1345119.0
Ульяновская область,2023,673635.5
Курганская область,2023,380466.7
Свердловская область,2023,4128119.1
Тюменская область,2023,15946597.2
Челябинская область,2023,2589084.6
Республика Алтай,2023,108336.5
Республика Тыва,2023,122532.5
Республика Хакасия,2023,378551.6
Алтайский край,2023,1024355.4
Красноярский край,2023,3719646.8
Иркутская область,2023,2539383.9
Кемеровская область,2023,1883825.1
Новосибирская область,2023,2216436.2
Омская область,2023,1056600.3
Томская область,2023,912449.4
Республика Бурятия,2023,503918.8
Республика Саха (Якутия),2023,2229816.5
Приморский край,2023,1862934.3
Хабаровский край,2023,1262368.1
Амурская область,2023,793851.9
Магаданская область,2023,403892.80000000005
Сахалинская область,2023,1624560.7
Еврейская автономная область,2023,102215.3
Чукотский автономный округ,2023,186709.4
